page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,公園,別名,動物,名前の謂れ,国,国内位置,属する海域,属する湾,島,幅,平均水深,座標・経度,座標・緯度,形成時期,所在地,最大水深,構成する湾,橋・トンネル,水深,氷結時期,河川,海岸線の長さ,港,湾口幅,観光地,読み,長さ,面積
1317166,守江湾,23072,6576,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320284,臼杵湾,25241,7120,False,0,20,2,0,0,0,0,0,1,0,8,0,0,0,0,0,3,0,0,0,0,0,4,0,1,0,0,1,0,0
1320285,津久見湾,25192,7257,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320286,佐伯湾,26239,7338,False,0,20,2,0,0,0,0,0,1,0,6,0,0,0,0,0,3,0,0,0,0,0,2,0,2,0,3,1,0,0
1320287,米水津湾,23732,6763,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325964,ハナウマ湾,33248,9639,False,0,10,0,4,0,0,1,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1328626,土瓜湾,21993,6750,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346635,伊根湾,25841,7236,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352857,銅鑼湾,44297,14271,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366512,チュニス湾,22247,6127,False,0,15,0,2,0,0,1,0,1,0,0,0,0,3,3,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0
1370143,金武湾,23525,7506,False,0,16,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,1,1,0,0,0,0,0,5,1,2,0
1385532,グアカナヤボ湾,25034,6567,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400431,カスコ湾,24101,6707,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405101,ミルン湾,23397,6298,False,0,11,0,3,0,1,1,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1405854,パナマ湾,23995,6860,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409278,ホープ湾,21069,6309,False,0,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1434214,サハリン湾,25360,7012,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1441081,香取海,51382,15518,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1444242,タゾフスカヤ湾,25210,7293,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461631,コトル湾,67983,26573,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470344,的矢湾,39751,10995,False,0,28,0,0,5,0,0,0,0,0,1,2,0,0,0,0,5,0,7,2,0,0,0,1,0,1,1,1,1,1
1472433,ファンディ湾,74876,18920,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492118,ピョートル大帝湾,26476,7838,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497362,ナホトカ湾,29747,8932,False,0,33,0,6,0,1,2,1,0,1,6,0,0,2,2,0,1,0,3,0,0,0,0,0,8,0,0,0,0,0
1497426,ポシェト湾,29436,9141,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1497484,金角湾 (ウラジオストク),31876,9532,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516272,江田島湾,27570,6926,False,0,7,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0
1528441,杭州湾,29607,8335,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549473,ピラン湾,40047,14971,False,0,69,0,4,0,1,57,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1
1555836,ディスコ湾,23800,6775,False,0,13,0,0,3,0,2,1,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
1560325,モートン湾,34893,9065,False,0,17,0,2,0,1,1,0,1,0,3,0,0,2,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1564124,カンペチェ湾,43345,8971,False,0,5,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1566903,メクレンブルク湾,25507,6541,False,0,11,0,1,0,0,2,0,1,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0
1568463,オネガ湾,23797,6844,False,0,34,0,3,0,0,3,1,2,0,4,1,1,2,2,0,6,1,0,0,1,0,3,0,1,0,2,0,1,0
1572108,ホーリー・ロッホ,22573,6279,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583661,キール湾,27037,7016,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616151,石巻湾,25564,7022,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616552,ゾイデル海,39388,14667,False,0,50,0,3,0,1,1,1,16,0,9,1,1,0,0,1,10,0,0,0,0,0,1,1,0,0,0,1,2,1
1620545,アブキール湾,25472,6834,False,0,6,0,2,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1621101,根室湾,24208,6553,False,0,11,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,2,0,3,0,0,1,0,0
1621115,宮古湾,79430,18859,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621138,女川湾,52008,12702,False,0,28,1,0,6,0,1,0,1,0,0,0,0,2,2,0,4,3,2,0,0,0,0,0,3,1,0,1,0,1
1621157,宿毛湾,27528,7969,False,0,17,0,0,2,0,0,0,0,0,3,1,0,2,2,0,2,0,0,0,0,0,1,0,2,0,0,1,1,0
1621185,志度湾,26501,7078,False,0,15,0,0,1,0,1,0,1,0,0,1,0,2,2,0,2,0,0,0,0,0,0,0,3,0,0,1,1,0
1621735,ウダ湾,24809,6587,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627711,追波湾,22444,6370,False,0,15,1,0,0,0,0,0,1,0,2,1,0,2,2,0,1,0,0,0,0,0,1,0,0,0,2,1,1,0
1629718,根岸湾,38423,11661,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632398,トミニ湾,30696,7993,False,0,13,0,1,0,0,1,0,1,0,1,1,0,2,1,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0
1632899,チェンデラワシ湾,27489,7689,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638365,名護湾,27905,7835,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639178,野付湾,39659,11164,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639238,久慈湾,26846,7431,False,0,14,0,0,0,0,0,0,1,0,0,0,0,2,2,0,2,1,0,0,0,0,2,0,1,1,0,1,1,0
1642849,山田湾,28651,7929,False,0,22,0,0,3,0,1,0,1,0,5,2,0,0,0,0,2,0,0,0,0,0,2,0,3,1,0,1,1,0
1643631,船越湾,27076,7471,False,0,18,0,0,0,0,1,0,1,0,0,2,0,2,2,0,2,1,0,0,0,0,1,0,2,1,1,1,1,0
1644493,浜中湾,25892,7264,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644571,セントビンセント湾,25246,6909,False,0,12,0,1,0,0,1,1,1,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1645437,両津湾,26788,7342,False,0,15,0,0,0,0,0,0,1,0,0,0,0,2,2,0,1,1,0,0,0,0,3,0,2,1,0,1,1,0
1646024,内之浦湾,25746,7180,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653708,チハチョーフ湾,25593,7223,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665405,五ヶ所湾,32196,9016,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671243,キブロン湾,23461,6887,False,0,17,0,1,1,0,1,0,1,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0
1699657,矢代湾,34232,9572,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703041,大隈湾,29612,7987,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703823,小浜湾,32744,9308,False,0,26,3,0,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,4,0,0,1,11,1,0,0
1736282,バージニア半島,98345,25368,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776502,東朝鮮湾,26910,6744,False,1,29,0,10,0,0,2,0,1,0,0,0,0,2,2,0,6,0,2,0,0,0,0,0,0,0,0,3,1,0
1777810,ファクサ湾,22589,6298,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789704,京畿湾,25175,6538,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803255,平潟湾,27668,8019,False,0,17,0,0,0,0,0,0,0,1,5,1,0,2,1,0,1,0,0,0,0,0,3,0,0,0,1,1,1,0
1863668,小松島湾,24319,6537,False,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,2,0,0,1,0,0
1871777,三厩湾,26040,7358,False,0,16,0,0,0,0,0,0,1,0,0,0,0,2,2,0,6,0,0,0,0,0,1,0,2,1,0,1,0,0
1903031,タガンログ湾,20959,5906,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925437,ロスキレ・フィヨルド,22996,6238,False,0,10,0,1,0,0,2,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
1926270,フォン湾,20299,5604,False,0,11,0,1,0,1,1,1,1,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0
1934436,マルタバン湾,25475,6786,False,0,13,0,2,0,0,1,1,1,0,0,0,0,2,2,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0
1935200,寿都湾,24848,6927,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947586,油谷湾,23184,6543,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955449,グレートオーストラリア湾,30615,9296,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984634,ゴナイーヴ湾,21633,5950,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997819,サン・ミゲル湾,23174,6297,False,0,7,0,1,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
2041728,タイダルベイスン,25703,7908,False,0,13,2,2,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,0,0,0,1,0,0,0
2041769,大亜湾,26688,7224,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2058895,パムリコ湾,27037,7371,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099948,今子浦,33636,9348,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112822,フーナ湾,27878,7564,False,0,15,0,2,0,1,1,1,0,0,0,1,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0
2112829,バッカ湾,26516,7005,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115936,イーサフィヤルザルデュープ,27575,7323,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2116561,スカーガフィヨルズル,32359,8738,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2118410,羊角湾,34638,9419,False,1,25,1,0,2,1,1,0,4,0,1,0,0,4,4,0,3,1,1,0,0,0,0,0,0,0,0,1,0,1
2132294,ブレイザフィヨルズル,40650,11568,False,0,55,0,1,15,1,4,1,0,0,16,1,0,2,2,0,8,0,0,0,0,0,0,0,2,0,1,0,1,0
2159167,野田湾,27308,7621,False,0,19,0,0,0,0,1,0,1,0,0,1,0,2,2,0,3,0,0,0,0,0,3,0,4,0,0,1,1,0
2180767,大槌湾,22878,6551,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212035,マルグリット湾,21425,5971,False,0,9,0,3,0,1,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2229896,レパルスベイ,28730,9089,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245485,慶佐次湾,27095,7968,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2275621,サスーン湾,35149,8927,False,0,20,0,1,0,1,1,1,1,0,0,0,0,2,2,0,5,0,0,1,0,0,2,0,0,0,0,3,0,0
2291826,勝浦湾 (千葉県),27940,7703,False,0,22,0,6,0,0,0,0,1,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,2,1,4,1,1,0
2291854,真野湾,24026,6759,False,0,14,0,0,0,0,0,0,1,0,0,0,0,2,2,0,4,0,0,0,0,0,1,0,1,1,0,1,1,0
2291929,美保湾,28570,7961,False,0,15,0,0,0,0,0,0,1,0,0,0,0,2,2,0,2,0,0,0,0,0,1,0,4,1,0,1,1,0
2299654,将軍澳,72712,18283,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303522,笠利湾,22369,6463,False,0,16,1,0,1,0,1,0,1,0,0,0,0,2,2,0,1,0,1,0,0,0,0,0,3,1,0,1,1,0
2328372,アジナーラ湾,29245,7913,False,0,27,0,3,0,0,0,0,0,0,0,0,0,2,2,0,18,0,0,0,0,0,0,0,0,0,1,1,0,0
2338176,世久見湾,24576,6717,False,0,12,2,0,1,0,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0
2346057,内浦湾 (福井県),29755,7884,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346065,青戸入江,25503,6837,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2355473,日比谷入江,27891,7467,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356755,シェリホフ湾,26328,7208,False,0,11,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,1,0,0
2406552,スルツバーガー湾,44574,11695,False,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2465131,トリエステ湾,37137,9364,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471232,志津川湾,24512,7131,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2475727,気仙沼湾,24955,7428,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2523543,サロニコス湾,37400,9409,False,1,56,0,7,0,0,3,1,3,0,8,0,0,4,4,0,17,0,6,0,0,0,2,0,1,0,0,0,0,0
2541973,グアナバラ湾,33826,9725,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2554949,テイ湾,30791,8444,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2561381,オロ湾,21803,6339,False,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2567569,ヤーデ湾,26773,7514,False,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,1,0,1
2568497,広田湾,23509,6686,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571777,与那覇湾,53288,12795,False,0,24,0,0,12,0,1,0,0,0,0,0,0,2,2,0,2,1,0,0,0,0,0,0,0,0,3,1,0,0
2573302,マンナール湾,34022,7950,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2579954,ロングアイランド湾,46591,11632,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2614094,アッパー・ニューヨーク湾,41856,10691,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2629703,ニューヨーク湾,26814,6878,False,0,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0
2642599,シュライ湾,26343,7052,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642690,ボネ湾,25370,7370,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642736,越喜来湾,23301,6771,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2649449,迎日湾,45377,11390,False,1,40,0,4,3,1,2,0,1,0,0,1,0,2,2,0,4,0,0,0,3,0,5,0,6,0,2,3,1,0
2676446,パンガー湾,34804,10341,False,0,28,2,2,7,0,1,1,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,1
2691048,アイシィー湾,27735,9439,False,0,27,0,1,0,0,0,0,0,2,0,0,0,1,1,2,1,0,0,0,0,0,19,0,0,0,0,0,0,0
2693984,大船渡湾,26808,8103,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2698243,モルビアン湾,29635,9235,False,0,32,0,2,15,1,1,0,0,1,2,1,0,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,2,1
2730730,グアヤキル湾,30487,7744,False,0,17,0,2,0,1,4,0,1,0,0,0,0,2,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0
2736581,厚岸湾,27544,7488,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743684,フロリダ湾,29375,7874,False,0,15,1,1,2,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6
2749450,琵琶瀬湾,26642,7207,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794529,スペンサー湾,35778,10012,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806976,フレデリック E.ハイド・フィヨルド,25077,6602,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820874,カッチ湾,47276,9398,False,0,13,0,1,0,0,1,0,2,0,0,0,0,2,2,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0
2845305,ブレスト停泊地,38830,14556,False,0,60,0,12,2,0,1,0,2,0,22,0,0,0,0,0,6,0,0,6,0,0,5,0,2,0,0,1,0,1
2847508,ブルニューフ湾,26418,8103,False,0,9,0,1,0,0,4,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
2859488,メイン湾,62388,16456,False,0,63,0,1,8,0,8,0,2,0,1,0,0,2,2,0,8,2,5,0,6,0,16,0,0,0,0,0,0,2
2871991,マプト湾,67257,15394,False,1,70,0,8,5,0,3,0,3,0,13,1,0,2,2,0,14,1,0,1,0,0,14,0,1,0,0,0,1,1
2874748,錦海湾,64606,18128,False,0,17,0,0,0,0,0,0,2,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,1,1,2
2884570,テルマイコス湾,32223,9618,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900872,カンダラクシャ湾,28701,7703,False,0,11,0,3,0,0,1,0,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0
2923772,サレルノ湾,26719,7529,False,0,11,0,3,0,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
2924529,グリーン湾 (ミシガン湖),26070,7543,False,0,17,0,4,0,0,0,0,0,0,0,1,0,2,2,0,3,0,0,1,0,0,2,0,0,0,0,0,1,1
2952306,サンペドロ湾 (フィリピン),23629,6323,False,0,9,0,1,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0
2965251,ジブラルタル湾,44019,12363,False,1,49,0,5,4,0,5,0,5,0,0,3,0,4,4,0,1,3,0,0,1,0,4,0,4,0,0,0,3,3
3035239,アルバイ湾,28717,7895,False,0,15,0,0,5,0,1,0,0,0,0,0,0,2,2,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0
3036117,ラゴノイ湾,29543,7933,False,0,9,0,1,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1
3038555,大浦湾,30839,8357,False,0,11,0,0,1,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,3,0,0,0,0,1,0,0
3064938,コラ湾,28359,8008,False,0,22,0,3,0,0,1,0,1,0,0,1,0,2,2,0,3,0,0,1,1,1,2,0,3,0,0,0,1,0
3084590,ビントゥニ湾,26887,7330,False,1,21,0,1,0,0,3,0,0,2,0,0,0,4,4,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0
3094622,チングディ湾,29975,8123,False,1,30,0,3,0,0,6,1,2,2,0,0,0,4,4,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0
3100812,ジェノヴァ湾,29604,8233,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3187188,アンヴラキコス湾,40444,10329,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3197799,ロウアー・ニューヨーク湾,54704,13916,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3216322,ノートン湾,27106,7631,False,0,13,0,1,0,1,0,0,1,0,0,1,0,2,2,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0
3218163,リアス・バイシャス,27005,7655,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3219532,リア・デ・アロウサ,39223,10533,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3234322,ボンダイビーチ,67664,26301,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3264794,プラセンティア湾,24486,6719,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3320407,サンタンデール湾,49642,13839,False,1,66,0,1,0,0,4,0,2,5,12,2,0,2,2,0,18,0,0,0,0,0,12,0,2,0,0,0,2,2
3323273,カディス湾 (小),49846,13938,False,1,55,2,2,0,0,4,0,2,2,2,0,0,2,2,0,21,0,0,1,0,0,7,0,7,0,0,0,0,1
3324336,カディス湾 (大),48480,13016,False,1,41,0,3,14,0,6,1,2,0,0,0,0,1,1,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0
3325407,ロザス湾,53833,16598,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3423895,モントレー湾,45832,13075,False,0,34,0,7,12,1,1,1,1,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0
3469677,パガシティコス湾,28703,8255,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3469795,パトラ湾,28125,8623,False,0,34,0,3,0,0,1,0,2,0,1,1,0,0,0,0,15,0,0,2,0,0,5,0,2,0,0,0,1,1
3537750,田原湾,31260,7064,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3546454,メルビル湾,32132,8291,False,1,32,0,7,0,0,2,1,1,2,4,2,0,4,4,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0
3546501,橘湾 (徳島県),36922,10400,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3556007,宮津湾,31289,8623,False,0,12,1,0,5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0
3574985,ゴールデン湾,42943,10514,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3589269,知多湾,39607,9350,False,1,52,1,0,0,0,1,0,1,1,2,0,0,0,0,0,16,0,6,3,1,0,14,0,5,0,0,1,0,0
3589270,渥美湾,37054,8930,False,1,28,1,0,1,0,1,0,0,3,5,0,0,0,0,0,4,0,0,0,0,0,7,0,3,0,2,1,0,0
3603799,ケアラケクア湾,30784,9633,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3608710,フォンセカ湾,67930,15410,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3615857,サギノー湾,22191,6133,False,0,10,0,1,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2
3615889,サンダー湾 (アメリカ合衆国),28587,7578,False,0,7,0,1,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
3690024,クリーブランド湾,42239,13520,False,1,28,0,3,1,1,1,1,2,0,3,0,0,4,4,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0
