page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,コーポレートスローガン,中核企業,代表者,別名,前身組織,創業国,創業地,創業者,合併組織,売上高,売上高データの年,後継組織,従業員数,従業員数データの年,持株会社,本拠地,本拠地国,株主,業界,業界内地位・規模,構成組織,種類,解散年,設立年,読み,資本金,資本金データの年,起源
985036,本多劇場グループ,23652,6555,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000933,錦湖アシアナグループ,36748,8668,False,1,48,0,0,2,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,31,1,0,1,2,0,0,0
1001669,三和グループ,104140,20535,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013445,ゴールドピーク,27645,8182,False,0,34,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,21,1,0,1,0,0,0,0
1028232,オカモトグループ,41412,11472,False,1,28,0,1,2,0,0,0,1,2,1,1,1,0,1,0,1,2,1,0,1,0,5,3,0,3,0,1,0,1
1036475,皇冠文化グループ,28554,7334,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066040,三八五タクシーグループ,43983,10439,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067420,京急グループ,68276,14526,False,0,99,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,79,1,0,0,1,0,0,0
1071825,ロイズ・バンキング・グループ,147379,30743,False,1,89,0,1,3,3,10,1,1,0,12,1,1,0,1,1,0,2,4,0,1,1,35,4,0,6,0,0,0,1
1080798,オーストリア連邦鉄道,63852,18566,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1089470,ヘラルドグループ,44121,14404,False,2,48,0,1,0,2,0,0,1,1,3,1,1,0,0,0,0,0,0,0,10,0,24,1,1,1,0,0,0,1
1090263,スウィン,38613,13867,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090894,サンタンデール銀行,176493,31902,False,0,31,0,0,0,1,3,0,0,0,10,0,0,0,0,0,0,2,1,0,1,2,8,2,0,1,0,0,0,0
1096696,リープヘル,29829,8926,False,0,20,0,1,0,2,0,0,0,2,0,0,0,0,1,0,1,5,1,0,1,0,3,1,0,1,0,0,0,1
1107184,ダーレーグループ,22961,6073,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138676,浅草今半,39519,10616,False,1,29,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,14,2,0,3,1,0,0,1
1139391,インペリアル・ケミカル・インダストリーズ,42062,12293,False,0,34,0,0,0,10,0,0,0,0,8,0,0,0,0,0,0,0,2,0,1,1,9,1,0,1,0,0,0,1
1153521,バイアコム,71913,14905,False,0,39,0,0,1,3,0,0,0,0,10,0,0,0,0,0,0,0,1,0,2,0,17,1,0,3,0,0,0,1
1184051,CBSコーポレーション,24989,7021,False,0,36,0,0,0,1,4,0,0,0,6,0,0,0,0,0,0,0,1,2,1,0,19,1,0,0,0,0,0,1
1189677,FOXネットワークス・グループ,69121,18839,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191182,イブリアスコン,30296,8267,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193863,キングフィッシャー (小売業),68719,13781,False,1,44,0,0,0,7,2,0,0,0,14,0,0,0,0,0,0,1,3,0,3,1,10,1,0,2,0,0,0,0
1197787,JR四国ホテルグループ,74445,15097,False,0,20,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,13,1,0,1,1,0,0,0
1234133,大和工業,43792,13530,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237307,リシュモン,70797,16093,False,0,43,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,12,1,24,1,0,1,0,0,0,0
1239357,サードウェーブ,55398,17539,False,1,57,0,0,1,2,0,0,2,0,0,1,1,0,1,1,4,1,1,0,1,1,35,1,0,2,0,1,1,0
1240793,リング・テムコ・ボート,37452,11756,False,0,70,0,0,2,1,3,0,1,1,15,1,1,0,1,1,1,1,1,0,7,1,24,5,1,1,0,0,0,1
1249969,琉球日産グループ,24474,6841,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255795,RTLグループ,50810,9888,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265293,バークレイズ,169531,40975,False,1,75,0,0,1,0,0,0,0,0,22,0,0,0,0,0,0,2,3,3,26,1,14,1,0,1,0,0,1,0
1266578,タレス・グループ,91273,22689,False,1,77,0,0,1,13,9,0,0,0,8,1,1,0,1,1,0,2,3,8,5,4,14,3,0,2,0,0,0,1
1274935,アイランド・デフ・ジャム・ミュージック・グループ,28674,7462,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278074,ザスタバ,42480,12206,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289722,シュコダ財閥,32552,9030,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303457,KADOKAWAグループ,116658,51347,False,0,487,0,5,1,6,0,0,0,1,90,0,0,0,0,0,7,0,1,0,16,1,354,2,0,1,1,0,0,1
1320056,イオングループ (芸能),27739,7788,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323191,甲州財閥,46605,13294,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348878,グローバルサイン,41300,11859,False,1,43,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,11,5,3,15,1,0,1,0,0,0,2
1352638,卜部グループ,26572,7354,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355541,東武グループ,90708,22765,False,1,162,0,5,0,1,0,0,0,0,0,1,1,0,0,0,0,2,1,0,22,0,126,2,0,0,1,0,0,0
1357694,LGTリヒテンシュタイン銀行,29447,7696,False,0,33,0,0,1,5,1,0,0,0,3,0,0,0,0,0,0,1,5,2,0,0,13,1,0,1,0,0,0,0
1372972,ベイシアグループ,47508,11830,False,1,107,0,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,10,0,70,3,0,1,0,0,0,0
1373441,アモリ・スポル・オルガニザシオン,44728,14467,False,0,29,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,3,3,0,1,0,0,0,1
1379103,ラガルデール,29872,7481,False,0,26,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,2,0,5,1,9,2,0,1,0,0,0,1
1401711,CITICパシフィック,74658,14203,False,1,22,0,1,1,4,0,0,0,0,2,0,0,0,0,0,0,1,0,0,6,0,5,1,0,1,0,0,0,0
1405746,アディティア・ビルラ・グループ,26285,6754,False,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,2,0,0,0,0,0,0
1407453,デロンギ,26914,8231,False,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,2,0,1,0,0,0,1
1431836,NECソフトウェアグループ,23479,6999,False,0,29,0,4,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,19,1,1,0,0,0,0,0
1471722,アリオングループ,63811,15022,False,5,22,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,16,1,0,0,0,0,0,0
1498469,国際興業グループ (福岡県の企業),30388,9466,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500935,サーラグループ,32771,10163,False,0,79,1,3,0,0,1,0,0,0,2,1,1,0,1,1,1,0,0,0,17,0,49,1,0,0,0,0,0,0
1501692,タカハシ (北海道),45200,13925,False,1,46,0,4,1,0,0,0,1,1,5,0,0,0,0,0,0,1,1,0,2,0,26,1,0,2,0,0,0,1
1502232,よど号グループ,58055,18053,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508571,サフラングループ,91619,20529,False,1,59,0,0,2,2,0,0,0,0,7,0,0,0,0,0,0,2,2,5,14,0,20,2,0,2,0,0,0,1
1516358,サイカン,29886,9111,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519483,バークレイズ・アフリカ・グループ,28454,7663,False,1,27,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,2,4,3,4,1,4,1,0,2,0,0,0,0
1519926,アングロ・アメリカン,112142,23007,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525027,東芝コンシューマエレクトロニクス・ホールディングス,54586,13752,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533011,モール・グループ,20411,5612,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551405,練成会グループ,45142,12616,False,1,45,0,0,2,0,0,0,1,0,0,1,1,0,1,1,0,2,1,0,2,1,27,1,0,2,1,0,0,1
1552634,モニター・グループ,26801,8012,False,0,12,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,1,2,1,0,0,0,2
1567243,長江実業,43379,10612,False,1,50,0,0,6,4,0,0,0,1,3,0,0,0,0,0,0,2,1,1,5,2,19,2,0,1,0,1,0,2
1567927,マーシュ・アンド・マクレナン,39312,10366,False,1,48,0,4,0,2,0,0,1,0,8,0,0,0,0,0,0,2,1,0,2,1,22,1,0,3,0,0,0,1
1574282,ケス・デパーニュグループ,28518,8480,False,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,2,2,1,1,0,0,0,0
1584094,カーネルITグループ,27393,7761,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605003,リーマン・ブラザーズ,108801,31726,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1609521,アンシュッツ・エンターテイメント・グループ,29458,7830,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1610457,メディアセット,46152,9180,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614516,浙江財閥,22531,6095,False,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,1,1,1,1,0,0,0
1617657,VRグループ,75702,21825,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620574,エンペラー・エンターテインメント・グループ,60712,11746,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1621400,バンコク・ドゥシット・メディカル・サービシーズ,25857,6826,False,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,1,0,0,1,0,0,0
1625532,BECワールド,20644,6045,False,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0
1626412,阪急阪神交通社ホールディングス,69679,15515,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656238,レールトラック,64405,25317,False,1,45,0,0,5,2,0,0,0,0,0,0,0,11,0,0,0,1,1,2,1,0,12,2,4,3,0,0,0,1
1662252,類グループ,66784,23935,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691331,ソシエテ・ユーロピーネ・デ・プロパルジオン,29216,8310,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702946,ゲンティン・グループ,27242,8045,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702957,YTLコーポレーション,21826,6356,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704743,ベルジャヤ・グループ,24073,6456,False,0,12,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,5,0,1,1,0,1,0,0,0,0
1716002,美亜電視,27631,8105,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716396,イタウ・ウニバンコ,84571,18497,False,1,24,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,3,4,1,1,2,2,1,0,3,0,0,0,0
1730302,HBOS,22807,6660,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734656,角海老グループ,23535,6826,False,0,10,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,2,1,0,0,0
1754375,日本サムスン,51474,13673,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764620,ユーコーラッキーグループ,35112,11785,False,1,22,0,1,2,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,4,0,9,1,0,1,0,0,0,0
1781773,カーネルコンセプト,37189,10306,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783289,京福グループ,51536,10732,False,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,13,1,0,0,1,0,0,0
1785532,近江鉄道グループ,32357,8112,False,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,20,1,0,0,1,0,0,0
1802539,タカスギグループ,28582,9454,False,0,46,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,31,1,1,1,0,0,0,0
1803564,ANET,31548,8394,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1806761,ヒュンダイ,50369,13294,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833461,AUTOSAR,53137,18233,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1872952,リライアンス・インダストリーズ,39077,10011,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1873000,リライアンス・ADA・グループ,29743,8372,False,1,40,0,0,2,2,2,0,0,1,0,0,0,0,0,0,0,0,1,0,20,0,9,2,0,0,0,0,0,1
1873153,エッサール・グループ,29354,8311,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874628,STXグループ,30228,8812,False,0,43,0,0,0,3,5,0,0,0,0,2,1,0,0,0,3,1,1,0,1,1,17,2,2,3,0,0,0,1
1885651,品川グループ,33511,10558,False,0,43,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,14,0,21,2,0,1,1,0,0,1
1886877,イタウサ,36643,9140,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887563,ビザビグループ,34669,10382,False,2,48,0,6,1,3,0,0,0,0,0,1,1,0,1,1,0,2,0,0,3,0,21,2,0,3,0,1,1,1
1907972,韓進グループ,41464,12448,False,1,125,0,8,3,9,0,0,1,3,5,0,0,0,0,0,0,0,1,0,24,1,61,3,0,1,4,0,0,1
1909142,ハースト・コーポレーション,69684,12991,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910113,三井財閥,251540,40825,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918249,コーロングループ,23858,6738,False,0,19,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,10,2,0,1,0,0,0,0
1919534,CITグループ,24402,6970,False,0,17,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,5,1,3,1,1,1,0,0,0,0
1925724,EMIクリスチャン・ミュージック・グループ,42471,9434,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949789,YICグループ,31620,8636,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964306,斎藤喜十郎財閥,23148,6640,False,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,2,0,1,1,0,0,0
1964324,新潟白勢財閥,22381,6453,False,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,1,0,0,1,0,0,1
1964492,津島財閥,24258,7632,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967502,アトラスコプコ,99028,28192,False,1,74,4,0,1,7,2,1,0,0,10,2,1,0,1,1,0,1,4,0,4,2,26,2,0,3,0,0,0,2
1971525,ICA (企業),39850,12108,False,1,37,0,0,2,3,0,0,0,0,0,1,1,0,1,1,0,1,3,2,3,1,13,1,0,2,1,0,0,1
1991014,MKグループ,46865,22230,False,0,73,0,3,1,1,0,0,1,3,2,0,0,0,0,0,0,2,0,1,0,0,55,1,0,1,1,0,0,1
1997639,神戸川崎財閥,26618,8431,False,0,34,0,1,0,3,0,0,0,1,1,0,0,3,0,0,1,1,0,0,0,1,15,5,0,1,1,0,0,0
1997647,野村財閥,44321,13099,False,0,72,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,10,1,48,2,0,2,1,0,0,0
2013450,東京川崎財閥,26174,7617,False,0,23,0,1,0,3,1,0,1,1,0,0,0,1,0,0,0,1,0,0,3,0,6,2,0,1,1,0,0,1
2022063,川崎財閥,21238,6324,True,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027672,海信,39473,10289,False,2,48,0,0,1,18,0,0,0,0,0,1,0,0,1,0,0,2,2,0,1,1,16,2,0,2,0,0,0,1
2063827,めいらくグループ,66613,21404,False,1,52,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,2,39,1,0,3,0,0,0,1
2119390,北九州病院グループ,34187,11775,False,0,49,0,3,1,0,0,0,1,1,0,0,0,0,1,0,0,3,1,0,6,3,22,4,0,1,1,0,0,1
2124335,シネマコード,25073,7383,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2165494,阪神財閥,32464,9161,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2193345,クルーズグループ,42893,10272,False,1,18,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,9,1,0,1,0,0,0,0
2221676,オフェル・ブラザーズ・グループ,25383,6940,False,0,21,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,5,0,8,1,0,1,0,0,0,1
2238825,ビー・ブラウン,38402,13170,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2251202,一宮グループ,24774,7958,False,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,30,1,0,0,1,0,0,0
2262058,坂口財閥,32980,8380,False,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
2310342,ビルバオ・ビスカヤ・アルヘンタリア銀行,104940,21925,False,1,28,0,0,2,4,0,0,0,0,6,1,1,0,1,1,0,2,3,0,1,1,0,3,0,2,0,0,0,0
2313879,IMSグループ,28085,8293,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2377364,ピアーサーティー,32639,8978,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2377779,フレスカ (岡山県の企業),38699,8998,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381083,ハンファグループ,38170,10183,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392387,三菱電機グループ,89485,17802,False,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,1,0,0,1,0,0,0
2430685,ラッフルズ・メディカル・グループ,23622,6640,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2430798,静新SBSグループ,52048,12307,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460222,東急グループ,203201,52812,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488531,ヤマトグループ,57422,13985,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503807,第一プログループ,62841,12781,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530418,SWAグループ,23338,7871,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542375,エジザージュバシュ,28992,8494,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2543975,ブシロードグループ,78304,19934,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2558931,ハウス・オブ・フレーザー,134005,38219,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2561776,OGIグループ,29751,11710,False,0,63,0,0,0,0,0,0,0,1,0,0,0,4,0,0,5,0,0,0,3,0,47,1,0,1,0,0,0,1
2600581,吉本興業グループ,32229,10526,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2602969,富士急グループ,52231,11933,False,0,73,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,21,0,39,2,0,0,1,0,0,0
2611085,リーガル・エンターテインメント・グループ,26325,7199,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2626865,サハグループ,30027,9247,False,0,13,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,2,0,1,0,0,0,0
2629456,妄想族 (アダルトビデオ),45398,18201,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2633600,ビナシン,22856,6749,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2637073,台湾プラスチックグループ,61446,15343,False,1,164,0,0,0,5,0,0,1,5,0,2,2,0,2,2,0,2,0,0,17,7,114,2,0,3,0,0,0,0
2651767,新日鐵住金グループ,77181,12300,False,0,129,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,112,1,0,0,1,0,0,0
2671702,ニューエッジ・グループ,34522,11756,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712534,ユーラシアグループ,36971,14162,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726243,エコバンク,47540,13705,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730528,周大福,29002,7945,False,1,23,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,1,2,1,7,0,2,2,0,1,1,0,0,0
2754827,日本百貨店経営協議会,38217,12441,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2775502,奇美実業,33841,8476,False,2,62,0,3,2,12,1,0,0,2,0,1,1,0,1,0,0,2,2,0,3,1,24,3,0,2,2,0,0,0
2790184,アストラ・インターナショナル,51267,12828,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2790596,三菱商事食品グループ,36857,8642,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801511,エイベックス・グループ,188560,62090,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804847,ロッテグループ,83219,26158,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2835921,MTNグループ,24856,6811,False,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2878057,井門グループ,49242,17450,False,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,1,0,0,1,0,0,0
2878643,ネクスター,46154,10519,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2898310,ホルツブリンク出版グループ,28457,7948,False,0,24,0,0,0,1,0,0,0,2,7,0,0,0,0,0,0,1,1,0,2,2,4,1,0,1,1,0,0,1
2903040,ケリング,84655,18518,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2979332,ジュネーヴ公共交通,46232,12321,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2992272,富士経済グループ,45801,16098,False,0,58,3,6,0,1,0,1,0,1,0,0,0,0,0,0,0,1,2,0,3,0,34,2,0,2,1,0,0,1
3030424,カバ・グループ,49774,11864,False,1,27,0,1,1,0,0,1,1,1,4,0,0,0,1,0,0,1,2,0,1,0,9,1,0,2,0,0,0,1
3045292,華潤電力,37753,8646,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3049075,新世界発展,44991,9506,False,1,37,1,0,2,3,0,0,0,5,0,0,0,0,1,0,0,2,0,0,7,0,12,2,0,1,1,0,0,0
3129166,UTテクノロジー,33299,9693,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3141495,大連万達グループ,43770,12365,False,1,36,0,0,2,2,0,0,1,1,7,0,0,0,0,0,0,2,1,0,2,2,10,2,0,2,1,0,0,1
3305164,山口財閥,28592,7764,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3307450,最勝会グループ,32959,7236,False,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,1,1,0,0,1
3310473,JGサミット・ホールディングス,55707,11846,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3325020,シティ・フットボール・グループ,40518,9209,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3336714,アクシオナ,62186,13387,False,1,29,0,0,1,1,1,0,0,0,4,1,1,0,1,1,0,3,2,0,4,1,2,1,0,3,1,0,0,1
3414341,フォーミュラワン・グループ,29017,8546,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3481041,フレゼニウス,84308,19304,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3489946,インテーザ・サンパオロ,95846,20309,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3501055,コンパス・グループ,108063,22020,False,0,23,0,0,0,3,0,0,0,1,4,0,0,0,0,0,0,2,1,0,4,3,2,1,0,1,0,0,0,1
3503339,アッサ・アブロイ,86079,20245,False,0,25,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0,1,1,0,1,0,2,1,0,1,0,0,0,1
3514885,あゆみトラスト・グループ,66974,18505,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3515329,KBCグループ,102950,22319,False,0,35,0,0,0,3,4,1,1,0,7,0,0,0,0,0,0,1,1,0,3,1,10,1,0,1,0,0,0,1
3530174,NNグループ,80517,19516,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3594377,GKデザイングループ,32466,8624,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601968,大栄環境グループ,48034,17603,False,1,94,0,2,6,0,0,0,0,0,1,0,0,0,0,0,4,1,1,0,2,0,72,1,0,2,1,1,0,0
3603852,アベルティス,82863,18252,False,0,27,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,1,1,0,2,0,15,1,0,1,0,0,0,1
3617225,カンター・グループ,27071,7317,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3637031,ナスパーズ,44355,12996,False,1,60,0,0,2,3,1,0,0,1,3,1,1,0,0,0,0,1,0,1,9,4,27,3,0,2,0,0,0,1
3653112,ブルックスグループ,44188,12476,False,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,1,0,1,0,0,0,0
3696060,ナティクシス,69421,17723,False,0,39,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,2,1,7,4,0,14,1,0,1,0,0,0,1
