page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,主要都市,人口,人口データの年,人口密度,公用語,公用語以外の言語,別名,地名の謂れ,座標・経度,座標・緯度,成立年,所在地,民族,消滅年,種類,統治国家,読み,面積
1589430,ラコタ共和国,27680,8442,False,0,12,0,0,0,0,0,0,2,0,0,0,3,1,5,0,1,0,0,0
1595777,ペンシルベニア植民地,100012,25238,False,0,,,,,,,,,,,,,,,,,,,
1598115,メガラ,59886,15268,False,1,27,1,0,0,0,0,0,6,0,4,4,1,6,4,0,1,0,0,0
1600181,ニュージャージー植民地,87985,22388,False,0,11,1,0,0,0,0,0,1,1,0,0,1,2,0,1,2,1,1,0
1602755,ニューヨーク植民地,144416,53489,False,0,26,1,1,1,0,1,0,2,1,0,0,3,2,7,4,1,1,1,0
1606410,メリーランド植民地,104241,28441,False,0,30,2,0,0,0,1,0,2,1,0,0,4,2,1,5,4,3,1,4
1607313,香港,379227,116663,False,3,,,,,,,,,,,,,,,,,,,
1607933,デラウェア植民地,85035,19964,False,0,,,,,,,,,,,,,,,,,,,
1608849,コネチカット植民地,101247,32004,False,0,,,,,,,,,,,,,,,,,,,
1610316,ロードアイランド植民地,89036,21641,False,0,,,,,,,,,,,,,,,,,,,
1612613,マサチューセッツ湾直轄植民地,84380,19289,False,0,13,1,0,0,0,1,0,2,1,0,0,3,2,0,1,1,0,1,0
1613273,ニューハンプシャー植民地,91543,19977,False,0,,,,,,,,,,,,,,,,,,,
1613389,ノースカロライナ植民地,78500,17603,False,0,13,1,0,0,0,1,0,2,0,0,0,3,1,0,2,1,1,1,0
1614158,オカ川上流公国群,28641,8494,False,0,7,0,0,0,0,0,0,3,0,0,0,0,2,0,1,1,0,0,0
1614192,ジョージア植民地,85858,20445,False,0,12,1,0,0,0,1,0,2,1,0,0,1,2,0,1,1,1,1,0
1626818,フランス領アルジェリア,68738,14729,False,0,,,,,,,,,,,,,,,,,,,
1640402,上海フランス租界,52590,11524,False,0,26,1,1,1,0,2,0,4,0,0,0,5,3,0,6,1,1,1,0
1642538,モロッシア共和国,88108,18591,False,0,38,3,1,0,0,3,0,16,1,0,0,2,3,0,0,1,0,0,8
1647263,第二次世界大戦時のギリシャ,167451,71828,False,1,,,,,,,,,,,,,,,,,,,
1655011,イリュリア州,58416,16501,False,0,,,,,,,,,,,,,,,,,,,
1656933,ハウサ諸王国,51624,11708,False,0,,,,,,,,,,,,,,,,,,,
1701156,南アイルランド,29643,7865,False,0,,,,,,,,,,,,,,,,,,,
1715364,関東州,72220,15837,False,1,,,,,,,,,,,,,,,,,,,
1727857,ジュバランド,93713,23118,False,0,63,4,2,2,0,2,0,28,1,2,2,5,1,6,3,1,0,0,4
1780188,ニューファンドランド (ドミニオン),91384,19382,False,0,,,,,,,,,,,,,,,,,,,
1786124,ポパム植民地,41008,17195,False,0,11,0,0,0,0,0,0,1,0,0,0,1,5,2,0,2,0,0,0
1797660,コソボ共和国 (1990年-2000年),117728,20522,False,0,14,1,0,0,0,1,0,3,0,0,0,4,0,0,3,1,0,1,0
1802708,スペイン領サハラ,69385,16563,False,1,50,1,3,3,0,0,3,6,0,0,0,5,1,4,4,1,17,1,1
1812119,長子領,34808,10805,False,0,,,,,,,,,,,,,,,,,,,
1813742,シロンスク公国群,54813,15332,False,0,6,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0
1821442,アザド・カシミール,57294,10835,False,1,37,2,1,1,0,1,9,7,1,3,3,1,1,0,0,2,3,0,2
1821987,緑ウクライナ,137890,23295,False,0,30,1,0,0,0,1,0,4,0,0,0,3,4,12,3,2,0,0,0
1877852,ヌナツィアブト,24605,7106,False,0,6,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0,0,0
1888338,フランス領テキサス,104256,41277,False,0,,,,,,,,,,,,,,,,,,,
1891939,スペイン領テキサス,187442,85448,False,0,212,1,1,1,1,0,6,1,1,0,1,2,4,183,2,0,7,1,0
1894430,メトル島,29102,8034,False,1,,,,,,,,,,,,,,,,,,,
1936900,セントヘレナ・アセンションおよびトリスタンダクーニャ,90623,23791,False,0,,,,,,,,,,,,,,,,,,,
1978109,外西北,22624,6152,False,0,12,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,1,1
1978914,呉氏長沙国,63235,10272,False,0,,,,,,,,,,,,,,,,,,,
1978919,イギリス中央アフリカ保護領,86969,19244,False,0,,,,,,,,,,,,,,,,,,,
1978935,劉氏長沙国,67384,11077,False,0,,,,,,,,,,,,,,,,,,,
1980369,ルアンダ＝ウルンディ,40243,10914,False,0,,,,,,,,,,,,,,,,,,,
1983534,チベット (1912-1950),96303,34720,False,1,13,1,0,0,0,0,0,1,0,0,0,4,0,0,7,0,0,0,0
1985631,六安国,62640,9757,False,0,6,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
1989293,ドン全大軍,125959,17494,False,0,15,2,0,0,0,1,0,5,0,0,0,3,1,0,2,1,0,0,0
1996402,フランス領イオニア諸島,52098,18857,False,0,,,,,,,,,,,,,,,,,,,
1996481,リューネブルク侯領,33926,8804,False,0,25,5,0,0,0,2,0,4,1,0,0,4,0,0,3,2,4,0,0
1996563,カレンベルク侯領,47316,12333,False,0,,,,,,,,,,,,,,,,,,,
2012467,プファルツ＝ツヴァイブリュッケン＝ビルケンフェルト,33909,7731,False,0,6,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
2023220,プファルツ＝ズルツバッハ,29772,7369,False,0,,,,,,,,,,,,,,,,,,,
2042031,回復領,172710,56996,False,0,19,0,0,0,0,0,0,3,1,0,0,0,0,14,0,0,0,1,0
2053628,日本占領時期の香港,74068,23503,False,1,24,1,2,2,0,5,1,0,0,0,0,3,2,0,4,0,3,1,0
2068089,プファルツ＝ビルケンフェルト＝ツヴァイブリュッケン,32316,8510,False,0,7,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1,1,0,0
2068135,プファルツ＝モスバッハ,22382,5858,False,0,,,,,,,,,,,,,,,,,,,
2068143,プファルツ＝モスバッハ＝ノイマルクト,25445,6456,False,0,,,,,,,,,,,,,,,,,,,
2069835,ヴュルテンベルク,92305,36530,False,0,,,,,,,,,,,,,,,,,,,
2074125,プファルツ＝ビルケンフェルト＝ゲルンハウゼン,25647,6378,False,0,7,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,1,0,0
2074146,プファルツ＝ツヴァイブリュッケン＝ビシュヴァイラー,27033,6648,False,0,8,0,0,0,0,0,0,1,0,0,0,1,1,0,1,3,1,0,0
2076612,クラクフ・ゲットー,63119,20624,False,0,14,0,2,1,0,0,0,2,0,0,0,1,2,0,1,4,1,0,0
2078450,ウッチ・ゲットー,79755,25344,False,0,38,0,1,1,0,0,0,3,0,0,0,1,9,19,1,2,1,0,0
2080070,ルヴフ・ゲットー,30664,8750,False,0,,,,,,,,,,,,,,,,,,,
2081551,ルブリン・ゲットー,36185,9982,False,0,11,0,1,1,0,0,0,1,0,0,0,1,2,1,1,2,1,0,0
2081855,中部リトアニア共和国,215452,43215,False,0,47,2,1,1,0,0,0,25,0,0,0,4,1,9,2,2,0,0,0
2081927,ザクセン選帝侯領,63258,23294,False,0,,,,,,,,,,,,,,,,,,,
2083359,コヴノ・ゲットー,46912,11777,False,0,12,0,1,1,0,0,0,1,0,0,0,0,3,2,0,2,2,0,0
2086770,ビャウィストク・ゲットー,42536,11099,False,0,11,0,1,0,0,0,0,1,0,0,0,1,1,2,1,2,2,0,0
2095009,ミンスク・ゲットー,39805,10990,False,0,,,,,,,,,,,,,,,,,,,
2096987,共和国直轄地,44413,9174,False,0,,,,,,,,,,,,,,,,,,,
2103860,ヴェネツィア・ゲットー,53673,17404,False,0,37,0,1,0,0,0,0,18,1,0,0,0,2,9,0,1,5,0,0
2105656,ヴィリニュス・ゲットー,47740,14847,False,0,25,0,1,1,0,0,0,1,0,0,0,1,2,15,1,2,1,0,0
2110579,フランクフルト・ゲットー,92629,35412,False,0,26,0,0,0,0,0,0,3,0,2,2,1,1,10,1,5,1,0,0
2121382,イギリス統治下のビルマ,51076,12075,False,0,30,1,0,0,0,1,1,2,0,0,0,4,5,0,6,0,9,1,0
2126230,ペニョン・デ・ベレス・デ・ラ・ゴメラ,30959,8990,False,0,15,0,0,0,0,0,0,2,0,1,1,1,3,0,0,2,4,0,1
2126251,プラサス・デ・ソベラニア,42822,10167,False,0,10,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,5,0,0
2128084,ヘッセン方伯,31394,7983,False,0,,,,,,,,,,,,,,,,,,,
2134001,バイエルン選帝侯領,48033,14682,False,0,11,0,0,0,0,0,0,1,0,0,0,2,1,0,2,1,3,1,0
2149949,ブラウンシュヴァイク＝リューネブルク選帝侯領,88880,24958,False,1,,,,,,,,,,,,,,,,,,,
2150675,ブラウンシュヴァイク＝ヴォルフェンビュッテル侯領,49424,12267,False,0,,,,,,,,,,,,,,,,,,,
2158422,モンベリアル伯領,34146,10346,False,0,,,,,,,,,,,,,,,,,,,
2158761,バル公領,38030,10818,False,0,19,1,0,0,0,0,0,5,0,0,0,1,0,0,2,2,8,0,0
2163680,ヘッセン＝ダルムシュタット方伯領,32402,8679,False,0,,,,,,,,,,,,,,,,,,,
2164122,ヘッセン＝カッセル方伯領,49104,14469,False,0,11,1,0,0,0,0,0,4,1,0,0,1,1,0,1,1,1,0,0
2165028,ロアノーク植民地,71599,30300,False,0,21,0,0,0,0,1,0,11,0,0,0,3,2,0,1,2,1,0,0
2166311,ザクセン＝ヴィッテンベルク,46165,13449,False,0,,,,,,,,,,,,,,,,,,,
2168912,太平洋諸島信託統治領,40769,9624,False,0,,,,,,,,,,,,,,,,,,,
2169518,マルク伯領,157422,19557,False,0,8,2,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,0,0
2179512,熊津都督府,43935,11092,False,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,1,0
2182852,臨屯郡,103645,20481,False,0,,,,,,,,,,,,,,,,,,,
2191187,ゲッティンゲン侯領,42675,10146,False,0,13,1,0,0,0,1,0,2,0,0,0,3,0,0,3,1,2,0,0
2197843,フランス委任統治領シリア,95882,20696,False,0,,,,,,,,,,,,,,,,,,,
2197882,イギリス委任統治領パレスチナ,274536,127480,False,0,265,2,0,0,0,6,0,12,0,0,0,4,4,222,8,1,5,1,0
2197978,大レバノン,46280,8937,False,0,,,,,,,,,,,,,,,,,,,
2198017,イギリス委任統治領メソポタミア,33202,8569,False,0,,,,,,,,,,,,,,,,,,,
2216097,王領ハンガリー,27029,6988,False,0,,,,,,,,,,,,,,,,,,,
2228291,エピダウロス (ダルマチア),34287,9272,False,0,9,0,0,0,0,0,0,4,0,0,0,1,2,0,0,1,1,0,0
2232627,リオ・デ・オロ,49841,10773,False,0,,,,,,,,,,,,,,,,,,,
2246634,ローマ・ゲットー,30139,8171,False,0,12,0,0,0,0,0,0,1,0,0,0,1,2,5,1,2,0,0,0
2282793,ハンガリー王冠領,68113,21013,False,0,34,1,0,0,0,0,0,10,0,0,0,0,2,20,0,1,0,0,0
2332629,イタリア南仏進駐領域,53771,18102,False,0,23,2,1,0,0,1,0,1,0,0,0,3,3,2,3,4,2,0,1
2337572,ドイツ領ニューギニア,92501,25906,False,0,,,,,,,,,,,,,,,,,,,
2352213,ボヘミア王冠領,57275,17691,False,0,30,7,0,0,0,0,0,10,1,0,0,1,0,6,1,3,0,1,0
2360354,ワズィーリスターン,38757,10339,False,0,,,,,,,,,,,,,,,,,,,
2382922,イギリス領マラヤ,83361,19019,False,0,,,,,,,,,,,,,,,,,,,
2399333,ザイン伯領,34767,12507,False,0,7,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,0
2399430,ザイン＝アルテンキルヒェン伯領,31888,9517,False,0,11,1,0,0,0,0,0,5,0,0,0,1,2,0,0,1,1,0,0
2399458,ザイン＝ハヒェンブルク伯領,30957,10354,False,0,15,1,1,1,0,0,0,4,0,0,0,2,2,0,1,1,1,0,1
2427625,オーストリア帝冠領,42764,13621,False,0,14,0,0,0,0,0,0,3,0,0,0,3,3,0,3,1,1,0,0
2428617,ポルトゥカーレ伯領,44387,10299,False,0,,,,,,,,,,,,,,,,,,,
2444810,ナバホ・ネイション,43728,10252,False,1,,,,,,,,,,,,,,,,,,,
2449435,モラヴィア辺境伯領,64992,13968,False,0,,,,,,,,,,,,,,,,,,,
2452113,非自治郡 (アラスカ州),62750,16828,False,0,,,,,,,,,,,,,,,,,,,
2481794,フランス・メトロポリテーヌ,28477,9298,False,0,,,,,,,,,,,,,,,,,,,
2491093,スペイン領東インド,41068,9005,False,1,21,4,1,1,0,1,0,1,0,0,0,3,2,0,4,1,1,1,1
2499745,ボネール、シント・ユースタティウスおよびサバ,118666,26926,False,2,,,,,,,,,,,,,,,,,,,
2510448,アエリア・カピトリナ,75662,26429,False,0,29,0,0,0,0,0,0,18,1,0,0,1,1,2,1,2,3,0,0
2514968,トルコクラティア,161517,57408,False,0,,,,,,,,,,,,,,,,,,,
2531540,ソワソン管区,32985,9507,False,0,11,0,0,0,0,0,0,1,0,0,0,1,1,3,2,0,2,1,0
2546439,リオ・デ・ラ・プラタ副王領,42682,10764,False,0,23,3,0,0,0,1,0,2,0,0,0,3,2,0,4,5,2,1,0
2550498,ソジェー共和国,75475,14018,False,0,19,4,1,0,0,2,0,5,0,0,0,2,2,0,0,1,0,1,1
2550787,ヌエバ・グラナダ副王領,40369,9586,False,0,,,,,,,,,,,,,,,,,,,
2550801,ペルー副王領,52562,11080,False,0,24,2,0,0,0,1,4,1,0,0,0,2,6,0,4,1,2,1,0
2567592,イーゼンブルク伯領,57366,21376,False,0,11,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,6,0,0
2576258,古朝鮮,47012,12194,False,0,,,,,,,,,,,,,,,,,,,
2588470,プラタイア,48047,15879,False,1,,,,,,,,,,,,,,,,,,,
2598647,韓 (西周),30742,8906,False,1,,,,,,,,,,,,,,,,,,,
2662256,ワ州,40310,9874,False,0,20,2,1,0,0,3,0,3,0,0,0,0,3,6,0,1,0,0,1
2673682,コーラル・シー諸島のゲイ・アンド・レズビアン王国,100273,17481,False,1,,,,,,,,,,,,,,,,,,,
2680214,中立地帯 (サウジアラビアとクウェート),33632,9739,False,0,11,0,0,0,0,0,0,3,0,0,0,2,1,0,2,1,0,1,1
2699428,ポルトガル領セイロン,40033,9595,False,0,27,4,0,0,0,3,0,3,0,0,0,3,1,4,4,1,4,0,0
2700216,イギリス領セイロン,93769,19034,False,0,,,,,,,,,,,,,,,,,,,
2700424,オランダ領セイロン,46684,10349,False,0,,,,,,,,,,,,,,,,,,,
2754459,ソ連占領地域,35095,10496,False,0,16,0,0,0,0,0,0,9,0,0,0,1,1,0,2,1,1,1,0
2760899,英埃領スーダン,90594,18737,False,0,,,,,,,,,,,,,,,,,,,
2764815,ベルギー植民地帝国,58791,15694,False,0,8,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,1,0
2771758,エテルナ・ルキナ独立国,68363,13401,False,0,22,0,1,1,0,2,0,3,0,0,0,2,6,0,4,1,0,1,1
2783449,中央統合諸州,54196,11600,False,1,23,0,0,0,0,0,1,9,0,0,0,2,1,0,3,5,2,0,0
2805180,チャツモ国,70960,15130,False,1,43,18,2,1,0,0,0,11,0,1,1,2,1,1,0,1,1,0,3
2839865,イギリス領モーリシャス,36310,9294,False,0,24,2,2,2,0,0,0,4,0,0,0,4,1,0,3,1,3,0,2
2846162,フランス領フランス島 (モーリシャス),31809,8508,False,0,,,,,,,,,,,,,,,,,,,
2863474,ハイマン・アンド・ヒーブス,66014,14400,False,1,,,,,,,,,,,,,,,,,,,
2871512,フランス領ダホメ,48895,10058,False,0,20,2,0,0,0,1,0,1,0,0,0,2,1,4,4,1,4,0,0
2877240,ロシア帝国 (ミクロネーション),69795,12788,False,1,11,1,0,0,0,1,0,1,1,0,0,2,1,0,0,1,0,0,3
2892521,タロッサ,77264,16085,False,1,28,1,2,1,0,4,0,10,1,0,0,3,1,1,0,2,0,0,2
2895831,平成・南部藩,23782,6698,False,0,8,0,1,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,2
2927580,オランダ領ニューギニア,33576,8793,False,1,,,,,,,,,,,,,,,,,,,
2950250,ラドニア,79021,16156,False,1,,,,,,,,,,,,,,,,,,,
2963490,ドネツク人民共和国,59720,14950,False,0,24,1,1,1,0,5,0,5,0,0,0,1,4,4,0,0,0,1,1
3011628,ルガンスク人民共和国,46525,11504,False,0,14,2,1,0,0,2,0,2,0,0,0,3,2,0,0,0,0,0,2
3031869,ノヴォロシア人民共和国連邦,39308,10358,False,0,,,,,,,,,,,,,,,,,,,
3042954,ロシア領アメリカ,37566,9159,False,1,,,,,,,,,,,,,,,,,,,
3051122,廃村八丁,36713,11476,False,0,22,0,0,0,0,0,0,1,0,2,2,4,5,0,6,1,0,1,0
3059865,広南国,68331,21534,False,0,,,,,,,,,,,,,,,,,,,
3091002,ギルバートおよびエリス諸島,31705,8303,False,0,16,1,0,0,0,1,0,2,1,0,0,2,0,0,5,3,1,0,0
3118446,ワ自治管区,35864,8158,False,1,,,,,,,,,,,,,,,,,,,
3148922,蒼海郡,26322,6981,False,1,11,0,0,0,0,0,0,1,0,0,0,1,2,0,1,1,2,3,0
3202988,リベルランド,68026,11628,False,0,,,,,,,,,,,,,,,,,,,
3206916,古代リビュア,25621,6762,False,0,6,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0
3216471,コインブラ伯領,26166,8231,False,0,5,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0
3250147,天津租界,30393,9484,False,0,,,,,,,,,,,,,,,,,,,
3280479,二四諸国,27218,7023,False,0,,,,,,,,,,,,,,,,,,,
3284779,二二諸国,28011,7425,False,0,,,,,,,,,,,,,,,,,,,
3304688,チェコ領スレスコ,45577,11965,False,1,,,,,,,,,,,,,,,,,,,
3314654,ノルトマルク,37053,13204,False,0,38,0,0,0,0,0,0,2,0,0,0,4,2,25,4,1,0,0,0
3314946,ツァイツ辺境伯領,22880,6686,False,0,6,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0
3315007,ゲロ辺境伯領,25804,8084,False,0,,,,,,,,,,,,,,,,,,,
3315178,ラウジッツ辺境伯領,45448,13519,False,0,12,0,0,0,0,0,0,1,0,0,0,1,3,4,1,1,1,0,0
3318409,共同統治領ニューヘブリディーズ,32464,8584,False,0,23,1,0,1,0,3,0,4,0,0,0,1,1,0,3,2,5,1,1
3322933,フィリピン・コモンウェルス,184741,38173,False,1,,,,,,,,,,,,,,,,,,,
3326518,エストニア自治政府,124145,16990,False,0,,,,,,,,,,,,,,,,,,,
3328806,高山国,40388,11999,False,1,31,0,0,0,0,0,0,17,1,0,0,0,1,6,0,0,1,5,0
3328808,高砂国,37013,10113,False,1,,,,,,,,,,,,,,,,,,,
3337983,バンサモロ自治地域,84823,16022,False,1,,,,,,,,,,,,,,,,,,,
3349773,フランス領北アフリカ,30874,8288,False,0,,,,,,,,,,,,,,,,,,,
3384948,ジョゼフ・ボナパルト治世下のスペイン,126716,28414,False,7,20,1,0,0,0,0,2,6,0,0,0,3,0,0,3,2,3,0,0
3399870,セントクリストファー＝ネイビス＝アンギラ,35967,10466,False,0,19,5,0,0,0,1,0,3,0,0,0,3,1,0,3,1,1,0,1
3419242,英領北ボルネオ,36488,12661,False,0,8,0,0,0,0,0,0,1,1,0,0,0,3,0,0,1,2,0,0
3446409,南アフリカ領南西アフリカ,37266,9384,False,0,,,,,,,,,,,,,,,,,,,
3453807,フランス保護領チュニジア,33507,8496,False,0,14,1,0,0,0,1,0,5,0,0,0,2,0,0,3,0,2,0,0
3484663,ラーヴェンスベルク伯領,100163,31757,False,0,17,1,0,0,0,0,0,4,0,0,0,2,5,0,1,1,2,1,0
3511106,休戦オマーン,85994,17870,False,0,21,0,0,0,0,2,0,10,0,0,0,3,1,0,3,1,1,0,0
3537738,マウレタニア・カエサリエンシス,114840,20627,False,1,47,27,0,0,0,0,0,4,1,0,0,3,1,2,2,3,4,0,0
3566177,ロシア帝国下のグルジア,131867,42850,False,0,98,1,0,0,0,0,2,1,0,0,0,3,1,29,4,1,56,0,0
3571705,英領アメリカ,78209,15809,False,1,22,1,0,0,0,0,5,8,0,0,0,2,1,0,2,1,2,0,0
3577503,ザクセン＝コーブルク＝アイゼナハ,35791,9287,False,1,23,1,0,0,0,0,0,2,0,0,0,7,1,0,8,2,2,0,0
3584059,ヒスパニア・ウルテリオル,111406,16313,False,6,13,2,0,0,0,0,0,2,2,0,0,1,3,0,1,1,1,0,0
3584060,ヒスパニア・キテリオル,112784,16939,False,6,,,,,,,,,,,,,,,,,,,
3620758,ドイツ保護領カメルーン,55310,12197,False,1,26,2,0,0,0,1,3,3,0,0,0,4,3,0,4,3,3,0,0
3621610,新カメルーン,30901,8792,False,0,,,,,,,,,,,,,,,,,,,
3621850,フランス領コンゴ,40580,9729,False,1,25,1,0,0,0,1,4,8,0,0,0,3,0,1,3,3,1,0,0
3622173,イギリス領カメルーン,41358,9910,False,1,21,1,1,0,0,1,4,2,0,0,0,3,1,0,3,3,2,0,0
3622518,ドイツ領トーゴラント,56863,13303,False,1,,,,,,,,,,,,,,,,,,,
3623305,イギリス領トーゴランド,40658,9668,False,1,25,2,0,0,0,1,0,6,0,0,0,4,1,0,4,4,3,0,0
3623667,フランス領トーゴランド,39659,9219,False,1,,,,,,,,,,,,,,,,,,,
3624072,フランス領ウバンギ・シャリ,42747,9965,False,1,,,,,,,,,,,,,,,,,,,
