page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,下部組織,代表,代表の地位職業,共通語,別名,加盟国・地域,加盟国・地域数,加盟組織,基盤の協定,後継組織,成立年,成立時の構成組織,所属組織,本拠地,本拠地国,活動内容,種類,解散年,設立目的,読み
497120,対日理事会,59575,13102,False,1,,,,,,,,,,,,,,,,,,,,,
500381,KFOR,103369,19054,False,0,,,,,,,,,,,,,,,,,,,,,
501841,自由主義インターナショナル,105643,18653,False,1,,,,,,,,,,,,,,,,,,,,,
510770,グローバルグリーンズ,69607,12644,False,1,,,,,,,,,,,,,,,,,,,,,
519606,ワッセナー・アレンジメント,31565,10551,False,0,,,,,,,,,,,,,,,,,,,,,
523920,欧州刑事警察機構,33328,10289,False,1,,,,,,,,,,,,,,,,,,,,,
523975,対サイバーテロ国際多国間提携,66872,16834,False,1,33,6,0,0,0,13,0,0,0,0,0,2,0,0,1,2,4,2,0,2,1
527438,国際航空連盟,24229,7432,False,0,,,,,,,,,,,,,,,,,,,,,
529808,ジャーナリスト保護委員会,24775,6681,False,0,,,,,,,,,,,,,,,,,,,,,
533407,日本馬主協会連合会,32361,8743,False,0,,,,,,,,,,,,,,,,,,,,,
543318,対仏大同盟,36496,7975,False,0,,,,,,,,,,,,,,,,,,,,,
547140,国際アマチュア無線連合,245405,41403,False,1,,,,,,,,,,,,,,,,,,,,,
547161,国際社会主義青年同盟,48740,11477,False,0,,,,,,,,,,,,,,,,,,,,,
548091,GUAM,72795,18802,False,0,75,0,1,0,4,20,33,3,0,3,0,2,0,0,4,1,0,3,0,1,0
549726,国際チェス連盟,46186,12254,False,0,,,,,,,,,,,,,,,,,,,,,
554590,国際自転車競技連合,53478,15402,False,1,,,,,,,,,,,,,,,,,,,,,
555113,デンマーク＝ノルウェー,66521,21095,False,0,,,,,,,,,,,,,,,,,,,,,
558526,ITU-R,50966,10670,False,0,25,4,0,0,0,7,0,0,0,0,0,1,0,6,1,1,3,1,0,1,0
566725,国際平和ビューロー,60883,13351,False,2,,,,,,,,,,,,,,,,,,,,,
570163,代表なき国家民族機構,47931,11453,False,0,98,0,0,0,0,5,46,0,37,0,0,1,0,0,0,0,6,1,0,1,1
571068,世界連邦運動,71718,18086,False,0,,,,,,,,,,,,,,,,,,,,,
583207,コインブラ・グループ,61356,12365,False,0,,,,,,,,,,,,,,,,,,,,,
583330,ヨーロッパ研究大学連盟,59553,9931,False,1,,,,,,,,,,,,,,,,,,,,,
583417,北欧理事会,58573,13066,False,0,36,1,0,0,0,4,20,4,0,0,0,1,0,0,1,1,0,1,0,2,1
584281,Asia-Pacific Network Information Centre,52285,10884,False,1,82,0,0,0,0,6,59,1,3,0,0,2,0,0,2,2,3,3,0,1,0
586827,世界エスペラント協会,28259,7722,False,0,,,,,,,,,,,,,,,,,,,,,
588951,IFPI,21160,6337,False,0,,,,,,,,,,,,,,,,,,,,,
589971,五国同盟,24300,7369,False,0,,,,,,,,,,,,,,,,,,,,,
590294,東アジア研究型大学協会,34679,7909,False,0,,,,,,,,,,,,,,,,,,,,,
597231,国際相撲連盟,72181,13315,False,0,,,,,,,,,,,,,,,,,,,,,
597756,欧州投資銀行,81592,14613,False,0,,,,,,,,,,,,,,,,,,,,,
606880,プロチェス協会,38912,9655,False,0,,,,,,,,,,,,,,,,,,,,,
608331,日本海事協会,40243,12518,False,1,,,,,,,,,,,,,,,,,,,,,
617729,ヨーロッパボクシング連合,44865,8767,False,0,,,,,,,,,,,,,,,,,,,,,
619950,国際移住機関,40992,13892,False,0,,,,,,,,,,,,,,,,,,,,,
624173,ライン都市同盟,28770,8016,False,0,,,,,,,,,,,,,,,,,,,,,
626834,WOW (航空連合),39588,8449,False,1,,,,,,,,,,,,,,,,,,,,,
628769,欧州経済共同体,110126,35558,False,1,218,60,0,0,18,12,73,1,0,14,16,4,0,3,4,0,5,1,2,4,1
635398,三極特許庁,19764,5718,False,0,,,,,,,,,,,,,,,,,,,,,
635400,欧州特許庁,30825,8062,False,0,59,2,0,0,0,4,37,1,0,4,0,0,0,3,3,1,1,2,0,0,1
636404,アジアオリンピック評議会,57399,11545,False,1,,,,,,,,,,,,,,,,,,,,,
636407,パンアメリカンスポーツ機構,56401,11581,False,0,,,,,,,,,,,,,,,,,,,,,
636410,アフリカ国内オリンピック委員会連合,64387,13216,False,0,,,,,,,,,,,,,,,,,,,,,
637123,欧州放送連合,106678,23273,False,1,,,,,,,,,,,,,,,,,,,,,
637145,国際ゲーム開発者協会,22086,6982,False,0,,,,,,,,,,,,,,,,,,,,,
648537,世界ろう連盟,31358,9466,False,0,,,,,,,,,,,,,,,,,,,,,
651337,アジア排斥同盟,35796,12120,False,0,,,,,,,,,,,,,,,,,,,,,
655919,国際ソフトボール連盟,75266,13668,False,0,,,,,,,,,,,,,,,,,,,,,
665655,国際連合総会オブザーバー,47553,10745,False,0,,,,,,,,,,,,,,,,,,,,,
665679,軍事参謀委員会,30896,9281,False,1,27,0,0,0,0,3,0,0,0,4,0,2,0,10,1,0,3,1,0,2,1
666544,ヨーロッパオリンピック委員会,73125,15080,False,1,,,,,,,,,,,,,,,,,,,,,
682110,G10,26307,7000,False,0,,,,,,,,,,,,,,,,,,,,,
683389,国際エネルギー機関,33504,9313,False,0,52,1,2,1,0,2,29,2,1,0,0,2,0,0,1,1,4,1,0,4,1
695774,ワールドラグビー,56222,11367,False,1,,,,,,,,,,,,,,,,,,,,,
697078,国際開発協会,22991,6527,False,0,,,,,,,,,,,,,,,,,,,,,
699404,Econometric Society,51608,11886,False,0,,,,,,,,,,,,,,,,,,,,,
700722,国際東洋医学会,24811,6951,False,0,,,,,,,,,,,,,,,,,,,,,
709138,国際音楽コンクール世界連盟,39032,10254,False,0,,,,,,,,,,,,,,,,,,,,,
712296,国際金融公社,27760,8273,False,1,,,,,,,,,,,,,,,,,,,,,
712320,国際連合休戦監視機構,22848,6427,False,0,14,1,0,0,0,2,0,0,0,1,0,1,0,1,1,0,3,1,0,2,1
712331,多数国間投資保証機関,55140,11805,False,1,34,0,1,5,0,13,0,0,0,0,0,2,0,5,2,0,2,2,0,1,1
712457,国際会計基準審議会,28966,9380,False,0,,,,,,,,,,,,,,,,,,,,,
716917,国際女子スポーツ連盟,76884,30323,False,0,,,,,,,,,,,,,,,,,,,,,
718606,国際連合人間居住計画,47410,11028,False,1,46,7,2,1,0,12,0,0,0,2,0,2,9,2,3,3,0,2,0,0,1
729929,国際ジャーナリスト連盟,29844,7650,False,1,,,,,,,,,,,,,,,,,,,,,
729942,国際道路連盟,22347,6287,False,0,,,,,,,,,,,,,,,,,,,,,
729955,国際助産師連盟,19289,5532,False,0,,,,,,,,,,,,,,,,,,,,,
731103,世界バドミントン連盟,58441,11336,False,1,,,,,,,,,,,,,,,,,,,,,
731830,小島嶼国連合,35546,8551,False,0,48,0,0,0,0,2,38,1,0,0,0,1,0,0,0,0,3,1,0,1,1
732495,列国議会同盟,50674,13845,False,1,56,6,1,3,4,6,5,2,0,0,0,2,0,0,5,2,12,4,0,3,1
732645,NF-Board,91348,18364,False,0,,,,,,,,,,,,,,,,,,,,,
736457,UN/CEFACT,23304,7210,False,0,,,,,,,,,,,,,,,,,,,,,
739667,国際麻薬統制委員会,30782,11882,False,0,,,,,,,,,,,,,,,,,,,,,
745525,アメリカ人工知能学会,37161,12640,False,1,,,,,,,,,,,,,,,,,,,,,
746630,世界ダンス議会,24044,6563,False,0,,,,,,,,,,,,,,,,,,,,,
746998,国際コーヒー機関,94907,15855,False,2,104,0,1,1,6,5,75,1,1,4,0,2,0,0,2,1,1,2,0,2,0
747736,麻薬委員会,28607,11274,False,0,37,0,0,0,0,2,0,0,0,11,0,1,2,5,0,0,13,2,0,0,1
750506,AfriNIC,34246,8092,False,0,73,0,0,0,0,1,55,1,0,0,0,1,3,2,1,1,3,5,0,0,0
755222,国際法律家委員会,23054,6549,False,0,,,,,,,,,,,,,,,,,,,,,
758993,国際無線障害特別委員会,24740,7986,False,0,,,,,,,,,,,,,,,,,,,,,
760495,RIPE NCC,36610,8364,False,0,78,0,0,0,0,2,71,0,0,1,0,0,0,0,1,2,0,1,0,0,0
761151,植物新品種保護国際同盟,23036,6221,False,0,10,0,0,0,0,4,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
763104,Universitas 21,46044,9355,False,0,,,,,,,,,,,,,,,,,,,,,
764141,国際ボクシング協会 (AIBA),101385,24926,False,1,,,,,,,,,,,,,,,,,,,,,
765099,ワールドワイド・ケージネットワーク,23119,6407,False,0,,,,,,,,,,,,,,,,,,,,,
765877,世界医師会,31281,9320,False,0,,,,,,,,,,,,,,,,,,,,,
766779,Object Management Group,72511,18987,False,1,,,,,,,,,,,,,,,,,,,,,
778351,国際連合広報センター,33819,8271,False,0,10,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,1,0,0,1,1
786220,FIBAアジア,97140,12496,False,1,,,,,,,,,,,,,,,,,,,,,
791616,欧州経済協力機構,25951,7152,False,0,,,,,,,,,,,,,,,,,,,,,
795471,グリーンランド国際サンタクロース協会,25167,6656,False,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0
802992,国際科学会議,27993,7548,False,0,,,,,,,,,,,,,,,,,,,,,
809245,国際連合エイズ合同計画,60210,10995,False,1,20,0,0,0,0,10,0,0,0,0,0,1,0,1,2,2,0,2,0,1,1
810494,サンフランシスコ・ベイエリア大学間連携ネットワーク,38054,10801,False,0,,,,,,,,,,,,,,,,,,,,,
814698,開発援助委員会,37832,9972,False,0,,,,,,,,,,,,,,,,,,,,,
819819,国際航路標識協会,22493,6688,False,0,,,,,,,,,,,,,,,,,,,,,
829614,イラクの聖戦アル＝カーイダ組織,66994,14847,False,1,,,,,,,,,,,,,,,,,,,,,
833954,ハーグ国際私法会議,54060,12675,False,0,80,0,0,0,0,3,62,1,0,4,0,1,0,0,0,0,6,1,0,1,1
834830,国際移動通信衛星機構,26515,7955,False,0,22,0,0,0,0,10,1,1,0,1,0,3,0,0,0,0,2,2,0,1,1
836530,欧州連合知的財産庁,30135,8490,False,1,25,0,0,0,0,12,0,0,0,1,0,2,0,3,2,2,0,1,0,1,1
839646,欧州ハンドボール連盟,48657,8309,False,0,,,,,,,,,,,,,,,,,,,,,
839677,国際ハンドボール連盟,59475,9377,False,1,,,,,,,,,,,,,,,,,,,,,
839787,国際ラクロス連盟,49168,10638,False,0,,,,,,,,,,,,,,,,,,,,,
840896,ラシュカレトイバ,67664,15743,False,0,,,,,,,,,,,,,,,,,,,,,
843689,国際鉄道連合,34778,9768,False,1,,,,,,,,,,,,,,,,,,,,,
844533,スカイチーム・カーゴ,37354,8808,False,1,,,,,,,,,,,,,,,,,,,,,
845059,アジア・アフリカ法律諮問機関,26464,8068,False,0,26,0,0,0,0,2,9,1,0,0,0,2,0,0,2,1,7,1,0,0,1
854745,FIBAアメリカ,77894,10865,False,0,,,,,,,,,,,,,,,,,,,,,
854824,東アジアEPA,47086,10934,False,0,,,,,,,,,,,,,,,,,,,,,
857784,国連緊急平和部隊,66557,20089,False,0,,,,,,,,,,,,,,,,,,,,,
866233,アラブ連合,49989,10465,False,0,,,,,,,,,,,,,,,,,,,,,
873317,日本紛争予防センター,31842,9463,False,1,,,,,,,,,,,,,,,,,,,,,
887756,ジュネーブ軍縮会議,55576,11899,False,0,,,,,,,,,,,,,,,,,,,,,
895107,国際連合ネパール支援団,32846,9711,False,1,,,,,,,,,,,,,,,,,,,,,
901415,ユーラシア特許庁,25907,8066,False,0,,,,,,,,,,,,,,,,,,,,,
902679,欧州バスケットボールリーグ連合,73107,11570,False,0,,,,,,,,,,,,,,,,,,,,,
906457,国際公務労連,28945,7887,False,1,,,,,,,,,,,,,,,,,,,,,
916809,情報社会・メディア総局,60514,11076,False,0,22,0,1,1,0,1,0,0,0,0,0,0,0,7,2,0,2,1,0,6,1
921098,東アジア酸性雨モニタリングネットワーク,35925,8246,False,0,,,,,,,,,,,,,,,,,,,,,
921700,平和のためのパートナーシップ,79959,15177,False,0,,,,,,,,,,,,,,,,,,,,,
930769,DOCOMOMO,23332,7155,False,0,,,,,,,,,,,,,,,,,,,,,
936456,欧州・大西洋パートナーシップ理事会,35657,8877,False,0,,,,,,,,,,,,,,,,,,,,,
948828,化学兵器禁止機関,64075,14027,False,2,31,2,2,1,0,7,0,1,0,3,0,3,0,0,3,3,2,1,0,2,1
962780,カリブ共同体,51643,12224,False,0,40,0,1,1,0,4,25,1,0,0,0,1,1,0,1,1,1,1,0,1,1
963479,Association to Advance Collegiate Schools of Business,62102,12489,False,1,,,,,,,,,,,,,,,,,,,,,
965936,欧州電気通信標準化機構,28820,8656,False,0,,,,,,,,,,,,,,,,,,,,,
969558,国際量子分子科学アカデミー,42682,10968,False,0,,,,,,,,,,,,,,,,,,,,,
974650,国際連合カンボジア暫定統治機構,52049,12308,False,2,,,,,,,,,,,,,,,,,,,,,
979114,Ecmaインターナショナル,38489,8104,False,0,,,,,,,,,,,,,,,,,,,,,
981001,ヴィシェグラード・グループ,76108,19530,False,0,,,,,,,,,,,,,,,,,,,,,
983333,ワールド・ダイヤモンド・カウンシル,23365,6995,False,0,,,,,,,,,,,,,,,,,,,,,
983476,侵略犯罪に関する特別作業部会,41232,17392,False,0,,,,,,,,,,,,,,,,,,,,,
987390,世界観光機関,49203,11808,False,1,,,,,,,,,,,,,,,,,,,,,
990368,難民教育基金,23495,6592,False,0,,,,,,,,,,,,,,,,,,,,,
994674,日米安全保障協議委員会,33949,9479,False,0,,,,,,,,,,,,,,,,,,,,,
995050,反差別国際運動,49765,12769,False,1,,,,,,,,,,,,,,,,,,,,,
998157,国際囲碁連盟,35533,9284,False,0,,,,,,,,,,,,,,,,,,,,,
999494,ボアオ・アジア・フォーラム,51003,14862,False,0,,,,,,,,,,,,,,,,,,,,,
1004780,バーゼル銀行監督委員会,33925,10826,False,0,64,0,2,2,0,7,27,0,0,7,0,1,0,0,1,1,7,5,0,3,1
1005050,国際セリ名簿基準委員会,37878,10676,False,0,,,,,,,,,,,,,,,,,,,,,
1009624,交通安全協会,59056,14196,False,0,,,,,,,,,,,,,,,,,,,,,
1010861,障害者インターナショナル,24817,7116,False,0,,,,,,,,,,,,,,,,,,,,,
1016660,AIESEC,31073,9198,False,0,,,,,,,,,,,,,,,,,,,,,
1022990,国際獣疫事務局,89721,16969,False,2,,,,,,,,,,,,,,,,,,,,,
1028906,経済社会評議会 (EU),73149,13422,False,0,,,,,,,,,,,,,,,,,,,,,
1037822,平和市長会議,84183,16326,False,1,24,0,0,0,0,4,1,1,0,0,0,3,0,3,1,1,4,4,0,1,1
1050560,世界水中連盟,28533,8937,False,0,,,,,,,,,,,,,,,,,,,,,
1053651,第一審裁判所 (EU),71229,14543,False,0,,,,,,,,,,,,,,,,,,,,,
1053652,欧州連合公務員裁判所,59724,9652,False,0,22,0,1,2,0,3,0,0,0,1,0,1,0,10,0,0,1,1,0,1,1
1061272,国際汎ヨーロッパ連合,27484,8248,False,0,16,0,2,2,0,1,0,0,0,3,0,1,0,0,1,0,3,1,0,1,1
1064756,欧州家電機器委員会,21969,6280,False,0,,,,,,,,,,,,,,,,,,,,,
1066066,国際体操連盟,65094,9807,False,1,,,,,,,,,,,,,,,,,,,,,
1067503,国際ホッケー連盟,48648,8934,False,1,,,,,,,,,,,,,,,,,,,,,
1068395,世界遺産委員会,197967,53886,False,0,12,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,5,1,0,1,1
1070119,国際馬術連盟,41402,9271,False,1,,,,,,,,,,,,,,,,,,,,,
1070418,国際柔道連盟,174190,21351,False,2,,,,,,,,,,,,,,,,,,,,,
1074812,コモンウェルスゲームズ連盟,37098,8263,False,0,,,,,,,,,,,,,,,,,,,,,
1086860,欧州経済領域,56387,13235,False,0,,,,,,,,,,,,,,,,,,,,,
1091651,欧州環境機関,31706,9719,False,1,,,,,,,,,,,,,,,,,,,,,
1093611,世界自然保全モニタリングセンター,38614,11388,False,1,,,,,,,,,,,,,,,,,,,,,
1094739,欧州不正対策局,72942,18562,False,0,53,0,1,2,0,4,0,0,0,0,0,1,3,22,0,0,11,6,0,2,1
1104639,アフリカ連合ダルフール派遣団,39491,13675,False,0,,,,,,,,,,,,,,,,,,,,,
1121593,国際連合パレスチナ難民救済事業機関,53185,14225,False,1,59,0,0,0,0,24,0,0,0,0,0,2,0,4,4,2,17,4,0,1,1
1126993,国際モーターボート連盟,23734,6350,False,0,,,,,,,,,,,,,,,,,,,,,
1127225,ラグビーヨーロッパ,59352,11132,False,0,,,,,,,,,,,,,,,,,,,,,
1127261,アジア野球連盟,65971,11602,False,1,,,,,,,,,,,,,,,,,,,,,
1131934,反スウェーデン同盟,41504,12117,False,0,,,,,,,,,,,,,,,,,,,,,
1132386,アジア陸上競技連盟,65467,12441,False,0,,,,,,,,,,,,,,,,,,,,,
1134131,欧州野球連盟,97084,16841,False,1,,,,,,,,,,,,,,,,,,,,,
1152969,欧州気象衛星開発機構,47948,13938,False,1,60,1,0,0,0,9,35,3,0,0,0,2,0,0,2,2,3,1,0,1,1
1158385,国際畜犬連盟,25524,7533,False,0,,,,,,,,,,,,,,,,,,,,,
1163439,国際放射線防護委員会,77463,21077,False,0,,,,,,,,,,,,,,,,,,,,,
1165238,国際生化学・分子生物学連合,23205,6888,False,0,,,,,,,,,,,,,,,,,,,,,
1170648,EPCglobal,18137,5320,False,0,,,,,,,,,,,,,,,,,,,,,
1172646,国際競技連盟,22753,6316,False,0,,,,,,,,,,,,,,,,,,,,,
1175663,ルブリン合同,64661,21950,False,0,,,,,,,,,,,,,,,,,,,,,
1176047,国際弓道連盟,29777,7913,False,0,,,,,,,,,,,,,,,,,,,,,
1176142,国際連合工業開発機関,47132,9997,False,1,,,,,,,,,,,,,,,,,,,,,
1177664,国連アフガニスタン支援ミッション,71288,20694,False,0,,,,,,,,,,,,,,,,,,,,,
1183177,欧州中央銀行制度,83577,18267,False,0,,,,,,,,,,,,,,,,,,,,,
1183213,国際研究型大学連合,32476,7531,False,0,,,,,,,,,,,,,,,,,,,,,
1183301,環太平洋大学協会,57801,10290,False,0,,,,,,,,,,,,,,,,,,,,,
1183318,インターナショナル・カラー・コンソーシアム,31519,9554,False,0,,,,,,,,,,,,,,,,,,,,,
1187750,国際周波数登録委員会,23551,6793,False,0,,,,,,,,,,,,,,,,,,,,,
1187773,アムステルダム・インターナショナル,22713,6171,False,0,,,,,,,,,,,,,,,,,,,,,
1198413,国際ウエイトリフティング連盟,35291,7909,False,1,,,,,,,,,,,,,,,,,,,,,
1201716,連邦同盟,60191,19514,False,0,,,,,,,,,,,,,,,,,,,,,
1206969,ハルシュタイン委員会,61654,16049,False,0,,,,,,,,,,,,,,,,,,,,,
1206970,レイ委員会,45174,10094,False,0,16,0,2,3,0,0,0,0,0,0,1,1,1,0,0,0,5,1,1,0,1
1206971,マルファッティ委員会,39216,8407,False,0,17,0,2,2,0,0,0,0,0,0,1,1,1,3,0,0,4,1,1,0,1
1206972,マンスホルト委員会,38021,8095,False,0,9,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1
1206974,オルトリ委員会,43048,8738,False,0,,,,,,,,,,,,,,,,,,,,,
1206976,ジェンキンス委員会,43020,8894,False,0,11,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,1
1206977,トルン委員会,42874,9338,False,0,,,,,,,,,,,,,,,,,,,,,
1206978,ドロール委員会,132598,25542,False,0,30,0,9,5,0,0,0,0,0,0,0,2,0,5,0,0,1,5,2,0,1
1206979,サンテール委員会,111681,25225,False,0,25,0,2,2,0,0,0,0,0,0,0,1,0,7,0,0,6,5,1,0,1
1206980,マリン暫定委員会,34401,7849,False,0,13,0,3,2,0,0,0,0,0,0,0,2,3,0,0,0,0,1,1,0,1
1206981,プローディ委員会,105114,16795,False,0,33,0,2,3,0,0,0,0,0,2,2,5,0,8,0,0,5,2,3,0,1
1206983,バローゾ委員会,241619,62707,False,0,68,0,4,20,0,0,0,0,0,0,0,6,0,21,0,0,10,2,4,0,1
1218181,国際海事局,19714,5685,False,0,13,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0,2,2,0,2,1
1219925,英葡永久同盟,34622,10173,False,0,,,,,,,,,,,,,,,,,,,,,
1235235,国際連合西サハラ住民投票ミッション,47371,9982,False,1,,,,,,,,,,,,,,,,,,,,,
1235918,ストレーザ戦線,26461,6887,False,0,,,,,,,,,,,,,,,,,,,,,
1245666,ISACA,25673,8385,False,0,,,,,,,,,,,,,,,,,,,,,
1248872,国際バイアスロン連合,34292,7803,False,0,,,,,,,,,,,,,,,,,,,,,
1250274,世界スカッシュ連盟,20408,5542,False,0,,,,,,,,,,,,,,,,,,,,,
1250277,国際剣道連盟,22624,6057,False,0,,,,,,,,,,,,,,,,,,,,,
1250288,国際アメリカンフットボール連盟,30172,8139,False,0,,,,,,,,,,,,,,,,,,,,,
1251921,マネーロンダリングに関する金融活動作業部会,58359,16103,False,0,59,0,0,0,0,7,35,0,2,1,0,2,0,0,1,0,5,2,0,3,1
1251961,国際ケア機構,31250,9671,False,0,,,,,,,,,,,,,,,,,,,,,
1252607,国際クリケット評議会,31014,8085,False,1,,,,,,,,,,,,,,,,,,,,,
1258704,エノキアン協会,46424,13558,False,0,,,,,,,,,,,,,,,,,,,,,
1260262,欧州電気標準化委員会,27652,7524,False,0,,,,,,,,,,,,,,,,,,,,,
1263842,ドイツ＝オーストリア電信連合,34854,14026,False,0,,,,,,,,,,,,,,,,,,,,,
1265079,国際リュージュ連盟,34107,7622,False,0,,,,,,,,,,,,,,,,,,,,,
1268188,連合国 (第一次世界大戦),107830,21496,False,0,,,,,,,,,,,,,,,,,,,,,
1274509,国際射撃連盟,30753,7101,False,0,,,,,,,,,,,,,,,,,,,,,
1274520,世界アーチェリー連盟,39102,8222,False,0,,,,,,,,,,,,,,,,,,,,,
1274795,日米欧三極委員会,41748,13966,False,0,,,,,,,,,,,,,,,,,,,,,
1275257,鉄道国際協力機構,68340,23220,False,1,161,10,0,0,4,15,34,3,78,0,0,2,0,0,2,2,8,2,0,0,1
1284376,OW2 Consortium,37829,13298,False,0,,,,,,,,,,,,,,,,,,,,,
1288375,ASEAN自由貿易地域,47578,12813,False,0,16,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,1,2,0,3,0
1289999,欧州民主同盟,40212,8973,False,0,41,0,0,0,0,3,0,0,33,0,0,0,2,1,0,0,0,1,0,0,1
1293957,国際スポーツ・フォア・オール協議会,26464,7047,False,0,,,,,,,,,,,,,,,,,,,,,
1297810,東アフリカ共同体,53583,11533,False,0,32,0,0,0,0,2,21,0,0,0,0,2,0,0,1,1,0,2,1,1,1
1298607,国際連合宇宙局,51869,9334,False,1,28,0,0,0,0,4,0,0,0,0,0,2,0,6,3,2,5,2,0,3,1
1300766,アジアハンドボール連盟,85012,11459,False,0,,,,,,,,,,,,,,,,,,,,,
1309469,世界教会協議会,49962,11323,False,0,,,,,,,,,,,,,,,,,,,,,
1311513,国際会計基準委員会,21803,7033,False,0,,,,,,,,,,,,,,,,,,,,,
1317142,アメリカ変光星観測者協会,24368,7543,False,0,,,,,,,,,,,,,,,,,,,,,
1324776,国際産業遺産保存委員会,22144,6810,False,0,,,,,,,,,,,,,,,,,,,,,
1344768,欧州司法機構,30584,9380,False,1,,,,,,,,,,,,,,,,,,,,,
1347948,MIDI Manufacturers Association,23532,6399,False,0,,,,,,,,,,,,,,,,,,,,,
1356978,国際ボート連盟,48398,10240,False,0,,,,,,,,,,,,,,,,,,,,,
1359976,アメリカ公衆衛生局,59497,11550,False,1,,,,,,,,,,,,,,,,,,,,,
1362541,経済協力開発機構原子力機関,38057,10363,False,0,,,,,,,,,,,,,,,,,,,,,
1373966,アラブ航空会社機構,55497,10676,False,0,,,,,,,,,,,,,,,,,,,,,
