page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,下部組織,代表,代表の地位職業,共通語,別名,加盟国・地域,加盟国・地域数,加盟組織,基盤の協定,後継組織,成立年,成立時の構成組織,所属組織,本拠地,本拠地国,活動内容,種類,解散年,設立目的,読み
2101240,世界麻雀組織,32006,8735,False,1,,,,,,,,,,,,,,,,,,,,,
2107434,国際社会科学協議会,26015,7052,False,0,,,,,,,,,,,,,,,,,,,,,
2108834,シェンゲン圏,188392,85948,False,1,,,,,,,,,,,,,,,,,,,,,
2109783,欧州麻雀協会,29895,8728,False,1,,,,,,,,,,,,,,,,,,,,,
2131081,パンアメリカン柔道連盟,127351,15805,False,0,,,,,,,,,,,,,,,,,,,,,
2131083,アフリカ柔道連盟,123459,14012,False,0,,,,,,,,,,,,,,,,,,,,,
2131087,オセアニア柔道連盟,116571,13047,False,0,,,,,,,,,,,,,,,,,,,,,
2131103,ヨーロッパ柔道連盟,128325,15032,False,0,,,,,,,,,,,,,,,,,,,,,
2131105,アジア柔道連盟,122160,14586,False,0,,,,,,,,,,,,,,,,,,,,,
2152311,欧州航空航法安全機構,53113,14686,False,1,107,29,0,0,0,11,46,2,0,0,0,2,0,0,2,2,8,3,0,1,1
2154937,北朝鮮による拉致問題等に関する特別委員会,57520,15991,False,0,,,,,,,,,,,,,,,,,,,,,
2156372,国連宇宙空間平和利用委員会,74890,12557,False,0,,,,,,,,,,,,,,,,,,,,,
2158011,世界平和評議会,41544,11120,False,1,,,,,,,,,,,,,,,,,,,,,
2165832,国際連合イラク支援ミッション,22628,6830,False,0,,,,,,,,,,,,,,,,,,,,,
2168342,北海道弁護士会連合会,42645,8119,False,1,,,,,,,,,,,,,,,,,,,,,
2168374,近畿弁護士会連合会,41987,7671,False,1,,,,,,,,,,,,,,,,,,,,,
2178017,国連国際防災戦略,49783,13673,False,1,52,1,0,0,0,7,0,0,0,14,0,3,2,1,2,1,11,1,0,8,1
2185901,日本国際民間協力会,53781,19257,False,1,,,,,,,,,,,,,,,,,,,,,
2200695,国際宇宙航行アカデミー,26064,7470,False,0,,,,,,,,,,,,,,,,,,,,,
2209894,国際ジェンダー学会,27172,6816,False,0,,,,,,,,,,,,,,,,,,,,,
2215938,ロシア・プロレタリア音楽家同盟,23073,6617,False,0,,,,,,,,,,,,,,,,,,,,,
2220064,国際ゴルフ連盟,24357,6783,False,0,,,,,,,,,,,,,,,,,,,,,
2220360,国家社会主義者世界連合,46655,11648,False,0,,,,,,,,,,,,,,,,,,,,,
2223042,国際連合婦人開発基金,21062,5815,False,0,,,,,,,,,,,,,,,,,,,,,
2223288,ワールド・ダーツ・フェデレイション,91586,20088,False,0,,,,,,,,,,,,,,,,,,,,,
2223547,カリブ諸国連合,65917,12367,False,0,7,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,1,0,0,1
2258727,国際ビジネスコミュニケーション学会,25870,6682,False,0,,,,,,,,,,,,,,,,,,,,,
2260863,世界政治学会,30512,8035,False,0,,,,,,,,,,,,,,,,,,,,,
2262503,国際看護師協会,27119,7471,False,1,,,,,,,,,,,,,,,,,,,,,
2262598,ヨーロッパ学生連盟,30445,10644,False,1,,,,,,,,,,,,,,,,,,,,,
2266814,UNウィメン,65857,10438,False,1,20,0,1,1,0,1,0,0,0,0,0,3,8,2,1,1,0,1,0,1,0
2277353,アノニマス (集団),113955,31298,False,1,,,,,,,,,,,,,,,,,,,,,
2278758,民主主義者連盟,62079,12311,False,1,,,,,,,,,,,,,,,,,,,,,
2279961,国際連合地域開発センター,25328,7368,False,0,21,3,0,0,0,2,0,0,0,0,0,2,0,1,2,2,4,3,0,1,1
2284629,IOC承認国際競技団体連合,48755,11199,False,0,,,,,,,,,,,,,,,,,,,,,
2293668,アルジェリア宇宙庁,48852,8750,False,0,,,,,,,,,,,,,,,,,,,,,
2299968,Software Freedom Law Center,111826,23675,False,0,,,,,,,,,,,,,,,,,,,,,
2303278,国際オリエンテーリング連盟,30071,7777,False,1,,,,,,,,,,,,,,,,,,,,,
2303999,欧州クラブ協会,50209,15198,False,0,,,,,,,,,,,,,,,,,,,,,
2305941,国際歯科連盟,29559,8265,False,0,,,,,,,,,,,,,,,,,,,,,
2307667,プログラミング自由連盟,35795,9159,False,0,,,,,,,,,,,,,,,,,,,,,
2310925,自由権規約人権委員会,56164,15051,False,0,,,,,,,,,,,,,,,,,,,,,
2312794,オセアニア国内オリンピック委員会,46652,10146,False,0,,,,,,,,,,,,,,,,,,,,,
2316790,国際連合ウィーン事務局,52203,11960,False,1,,,,,,,,,,,,,,,,,,,,,
2317859,世界歴史都市連盟,51898,11449,False,1,,,,,,,,,,,,,,,,,,,,,
2318064,国際連合ナイロビ事務局,46460,10175,False,1,,,,,,,,,,,,,,,,,,,,,
2322852,国際農業開発基金,38000,8270,False,0,,,,,,,,,,,,,,,,,,,,,
2324483,クリラッド,24707,7531,False,0,,,,,,,,,,,,,,,,,,,,,
2324916,日本プロレタリア文化連盟,56335,11782,False,0,,,,,,,,,,,,,,,,,,,,,
2326989,国際協同組合同盟,139507,35342,False,0,,,,,,,,,,,,,,,,,,,,,
2330254,欧州連合衛星センター,33171,8640,False,1,,,,,,,,,,,,,,,,,,,,,
2330424,世界脳神経外科学会連盟,38731,11233,False,0,,,,,,,,,,,,,,,,,,,,,
2352788,神聖同盟 (1684年),27505,7399,False,0,,,,,,,,,,,,,,,,,,,,,
2354078,マクタブ・アル＝ヒダマト,28608,8607,False,0,,,,,,,,,,,,,,,,,,,,,
2357144,G4諸国,28832,9059,False,0,26,0,0,0,0,3,17,1,0,0,0,0,0,0,0,0,3,1,0,1,0
2361219,原子放射線の影響に関する国連科学委員会,61003,14785,False,1,38,1,1,0,0,17,0,0,0,0,0,2,1,4,2,1,4,2,0,3,0
2362250,国際裁判所,66289,14109,False,0,,,,,,,,,,,,,,,,,,,,,
2362420,フランス連合,45030,8833,False,0,7,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,0,0,1
2362475,国際薬剤師・薬学連合,24215,6622,False,0,,,,,,,,,,,,,,,,,,,,,
2362903,世界新聞協会,32546,11561,False,0,,,,,,,,,,,,,,,,,,,,,
2363037,国際新聞編集者協会,41412,11978,False,1,,,,,,,,,,,,,,,,,,,,,
2371604,国際法委員会,69892,21795,False,1,,,,,,,,,,,,,,,,,,,,,
2374132,国際連合国際商取引法委員会,64265,17694,False,1,,,,,,,,,,,,,,,,,,,,,
2374531,国際インディアン条約会議,28001,8693,False,0,,,,,,,,,,,,,,,,,,,,,
2377429,国際自由労働組合総連盟,27539,8842,False,0,,,,,,,,,,,,,,,,,,,,,
2382363,国際救急医学連盟,27542,7850,False,0,,,,,,,,,,,,,,,,,,,,,
2389828,国際近代五種連合,34602,7822,False,1,,,,,,,,,,,,,,,,,,,,,
2408814,政府間開発機構,25965,7135,False,0,20,0,0,0,0,2,8,1,0,0,0,2,1,0,0,1,1,1,0,2,1
2410383,ノーニュークス・アジア・フォーラム,68480,15152,False,0,,,,,,,,,,,,,,,,,,,,,
2414041,中部アフリカ経済通貨共同体,29274,8018,False,0,,,,,,,,,,,,,,,,,,,,,
2414224,リビア連絡調整グループ,101209,18514,False,0,17,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,6,1,0,2,1
2436818,国際連合南スーダン派遣団,51334,14162,False,1,,,,,,,,,,,,,,,,,,,,,
2443422,ユーラシア連合,96798,22866,False,0,,,,,,,,,,,,,,,,,,,,,
2445532,世界がん研究基金,22386,6572,False,0,,,,,,,,,,,,,,,,,,,,,
2447915,国際難民機関,44495,10876,False,0,20,0,2,1,0,7,0,0,0,1,2,1,0,1,0,0,0,1,2,1,1
2450016,国際バンディ連盟,43777,9415,False,0,,,,,,,,,,,,,,,,,,,,,
2460026,国際K-1連盟,28476,8814,False,0,,,,,,,,,,,,,,,,,,,,,
2465181,黒海経済協力機構,68859,16463,False,1,,,,,,,,,,,,,,,,,,,,,
2472926,先住民作業部会,23528,6901,False,0,,,,,,,,,,,,,,,,,,,,,
2476925,ラテンアメリカ・カリブ諸国共同体,64434,14224,False,0,,,,,,,,,,,,,,,,,,,,,
2488406,国際学生連盟,32500,8735,False,0,,,,,,,,,,,,,,,,,,,,,
2505191,北極評議会,34516,9407,False,0,36,0,0,0,0,4,13,2,6,2,0,1,3,0,1,1,0,1,0,1,1
2511957,地域特別気象中枢,108243,26705,False,0,,,,,,,,,,,,,,,,,,,,,
2512223,国際医学生連盟,32315,11151,False,0,,,,,,,,,,,,,,,,,,,,,
2512678,世界空域予報中枢,41133,9602,False,0,,,,,,,,,,,,,,,,,,,,,
2512685,世界気象中枢,39218,8904,False,0,,,,,,,,,,,,,,,,,,,,,
2525893,経済的、社会的及び文化的権利委員会,122380,40412,False,1,,,,,,,,,,,,,,,,,,,,,
2549186,ジェロントロジー・リサーチ・グループ,58574,16254,False,0,,,,,,,,,,,,,,,,,,,,,
2553084,国際合気道連盟,23678,6366,False,0,,,,,,,,,,,,,,,,,,,,,
2569155,金融安定理事会,44898,9689,False,0,93,1,1,2,0,2,0,0,79,0,0,1,2,0,0,1,1,2,0,0,1
2571614,国際博物館会議,35137,11392,False,0,,,,,,,,,,,,,,,,,,,,,
2573060,日中経営者フォーラム,45660,15409,False,0,,,,,,,,,,,,,,,,,,,,,
2575486,欧州食品安全機関,27628,7828,False,1,17,0,0,0,0,5,0,0,0,0,0,2,0,2,2,2,1,2,0,0,1
2579351,北アメリカサッカー連合,116198,13397,False,0,,,,,,,,,,,,,,,,,,,,,
2579357,カリブ海サッカー連合,129505,15180,False,0,,,,,,,,,,,,,,,,,,,,,
2580575,国際ピアノ製造技師調律師協会,34778,9721,False,0,,,,,,,,,,,,,,,,,,,,,
2582412,国際人権連盟,47502,12378,False,1,,,,,,,,,,,,,,,,,,,,,
2584585,アジア福音同盟,43690,9053,False,0,,,,,,,,,,,,,,,,,,,,,
2586948,ヨーロピアン・スポーツ・メディア,108974,19705,False,0,,,,,,,,,,,,,,,,,,,,,
2590747,国際造園家連盟,27105,11122,False,0,,,,,,,,,,,,,,,,,,,,,
2594888,欧州宇宙運用センター,38868,9839,False,1,,,,,,,,,,,,,,,,,,,,,
2595828,欧州水泳連盟,46179,11349,False,0,,,,,,,,,,,,,,,,,,,,,
2600013,北アフリカサッカー連合,151260,15916,False,1,,,,,,,,,,,,,,,,,,,,,
2600032,西アフリカサッカー連合,155836,16411,False,1,,,,,,,,,,,,,,,,,,,,,
2600039,南部アフリカサッカー協会評議会,152393,16027,False,1,,,,,,,,,,,,,,,,,,,,,
2600151,東部・中部アフリカサッカー協会評議会,147321,15045,False,1,,,,,,,,,,,,,,,,,,,,,
2610541,国際コーフボール連盟,24829,6613,False,0,,,,,,,,,,,,,,,,,,,,,
2610543,国際サーフィン連盟,22578,6110,False,0,,,,,,,,,,,,,,,,,,,,,
2616231,台風委員会,31313,7703,False,0,,,,,,,,,,,,,,,,,,,,,
2619456,国際赤色救援会,33773,9717,False,0,,,,,,,,,,,,,,,,,,,,,
2619892,世界民主青年連盟,44348,13118,False,1,,,,,,,,,,,,,,,,,,,,,
2621964,世界新教育連盟,37179,14002,False,0,,,,,,,,,,,,,,,,,,,,,
2626111,欧州職業訓練開発センター,83068,17114,False,1,29,1,0,0,0,7,0,0,0,0,0,3,0,1,3,3,7,1,0,2,1
2626113,欧州薬物・薬物依存監視センター,30388,9512,False,1,,,,,,,,,,,,,,,,,,,,,
2631739,労働社会主義インターナショナル,101654,19055,False,1,,,,,,,,,,,,,,,,,,,,,
2635151,アジア学術会議,41343,13911,False,0,28,0,1,3,0,4,1,1,2,0,0,2,0,0,0,1,6,2,0,5,0
2638872,欧州連合軍事参謀部,38978,11862,False,1,,,,,,,,,,,,,,,,,,,,,
2643316,欧州警察大学校,24957,8099,False,1,29,2,2,4,0,5,0,0,0,0,0,3,0,4,3,2,1,1,0,1,1
2643317,欧州医薬品庁,24528,7358,False,1,,,,,,,,,,,,,,,,,,,,,
2647374,オセアニア大陸ハンドボール連盟,70899,10442,False,1,,,,,,,,,,,,,,,,,,,,,
2647483,アフリカハンドボール連盟,158245,18170,False,1,,,,,,,,,,,,,,,,,,,,,
2647522,パンアメリカンハンドボール連盟,92964,12000,False,1,,,,,,,,,,,,,,,,,,,,,
2651697,国際フロアボール連盟,20807,5600,False,0,,,,,,,,,,,,,,,,,,,,,
2653601,SOS子供の村,40142,11713,False,0,,,,,,,,,,,,,,,,,,,,,
2655527,欧州海上保安機関,27671,8863,False,1,,,,,,,,,,,,,,,,,,,,,
2655528,欧州航空安全機関,32330,10432,False,1,32,0,0,0,0,6,0,0,0,2,0,2,2,2,2,2,11,1,0,1,1
2655529,欧州全地球航法衛星システム監督庁,26179,7450,False,1,,,,,,,,,,,,,,,,,,,,,
2660984,共産主義青年インターナショナル,31007,8779,False,1,,,,,,,,,,,,,,,,,,,,,
2667302,欧州対外国境管理協力機関,39128,12612,False,1,37,0,0,0,0,5,0,0,0,1,0,1,0,7,2,2,11,7,0,0,1
2667319,コモンウェルス戦争墓地委員会,129690,46863,False,1,,,,,,,,,,,,,,,,,,,,,
2671365,国際連合シリア監視団,34095,8716,False,1,,,,,,,,,,,,,,,,,,,,,
2675560,欧州化学機関,32518,10571,False,1,,,,,,,,,,,,,,,,,,,,,
2675562,欧州基本権機関,31331,9654,False,1,29,0,0,0,0,5,0,0,0,1,0,2,5,3,2,2,3,2,0,3,1
2677311,コミンテルン執行委員会,30583,9607,False,0,,,,,,,,,,,,,,,,,,,,,
2690659,Rec.Sport.Soccer Statistics Foundation,32569,8994,False,0,,,,,,,,,,,,,,,,,,,,,
2690953,欧州システミックリスク理事会,28574,8808,False,1,,,,,,,,,,,,,,,,,,,,,
2690954,欧州銀行監督局,27352,7859,False,1,,,,,,,,,,,,,,,,,,,,,
2690955,欧州証券市場監督局,27341,7929,False,1,,,,,,,,,,,,,,,,,,,,,
2690956,欧州保険・企業年金監督局,29397,9193,False,1,,,,,,,,,,,,,,,,,,,,,
2723000,国際空港評議会,36336,10229,False,0,,,,,,,,,,,,,,,,,,,,,
2726018,大西洋まぐろ類保存国際委員会,34944,8521,False,0,,,,,,,,,,,,,,,,,,,,,
2732955,ユニ・グローバル・ユニオン,37072,11458,False,1,,,,,,,,,,,,,,,,,,,,,
2747974,テュルク評議会,49545,12461,False,1,,,,,,,,,,,,,,,,,,,,,
2760275,バルト海諸国理事会,38989,10249,False,1,,,,,,,,,,,,,,,,,,,,,
2764494,世界野球ソフトボール連盟,254923,44969,False,1,,,,,,,,,,,,,,,,,,,,,
2769424,高麗共産青年会,26967,7746,False,0,,,,,,,,,,,,,,,,,,,,,
2775134,国際連合マリ多元統合安定化ミッション,32444,8916,False,1,,,,,,,,,,,,,,,,,,,,,
2780142,OSGeo財団,28928,8365,False,1,,,,,,,,,,,,,,,,,,,,,
2780306,Flags of the World,37273,11186,False,1,,,,,,,,,,,,,,,,,,,,,
2782927,三国協力事務局,43872,11237,False,0,29,0,1,1,0,5,6,1,0,1,0,2,0,0,1,0,8,1,0,1,1
2790859,ABDA司令部,27619,7752,False,0,,,,,,,,,,,,,,,,,,,,,
2791629,国際科学技術センター,30050,7867,False,0,22,0,0,0,0,4,12,0,1,0,0,0,0,0,0,1,0,1,0,2,1
2792936,世界躰道連盟,22283,6277,False,0,,,,,,,,,,,,,,,,,,,,,
2806365,中央アメリカ大共和国,30790,8162,False,0,,,,,,,,,,,,,,,,,,,,,
2808803,アジアバドミントン連盟,54759,10364,False,1,,,,,,,,,,,,,,,,,,,,,
2817435,国際アラブ競馬連盟,36527,9017,False,0,,,,,,,,,,,,,,,,,,,,,
2818373,国際測地学協会,29919,7976,False,1,,,,,,,,,,,,,,,,,,,,,
2833237,世界自由民主連盟,75851,17811,False,0,,,,,,,,,,,,,,,,,,,,,
2845257,アラブ国家連合,33301,9751,False,0,,,,,,,,,,,,,,,,,,,,,
2848062,フランス共同体,50608,10226,False,0,,,,,,,,,,,,,,,,,,,,,
2854805,世界遺産センター,39890,13741,False,0,,,,,,,,,,,,,,,,,,,,,
2859042,グラナダ連合,35345,8830,False,0,,,,,,,,,,,,,,,,,,,,,
2869172,シリアの友人たち,81505,16573,False,0,48,0,0,0,0,4,32,0,10,0,0,1,0,0,0,0,1,0,0,0,0
2888992,アフリカ諸国連合,30868,8989,False,0,57,0,0,0,3,6,31,1,0,0,0,6,0,0,0,0,1,3,4,1,1
2892617,MISCA,23949,6958,False,0,,,,,,,,,,,,,,,,,,,,,
2901873,国際図書館連盟,27546,7517,False,0,,,,,,,,,,,,,,,,,,,,,
2918014,国際なぎなた連盟,34760,10711,False,1,,,,,,,,,,,,,,,,,,,,,
2920024,米国コヤマダ国際機構,84701,23346,False,1,,,,,,,,,,,,,,,,,,,,,
2922569,ザンガー委員会,38981,12881,False,0,73,0,1,5,0,2,48,2,2,2,0,1,0,0,1,0,5,2,0,1,1
2924002,ABC強国,23061,6213,False,0,,,,,,,,,,,,,,,,,,,,,
2927952,欧州通貨機構,29161,8999,False,0,29,0,1,1,0,3,0,0,0,0,4,2,0,0,1,1,11,1,0,3,1
2929883,国際海底機構,27783,7732,False,0,14,0,0,0,0,2,0,0,0,3,0,1,0,0,1,1,3,1,0,1,1
2936769,国際グラフィック連盟,21791,6009,False,0,,,,,,,,,,,,,,,,,,,,,
2960382,民主主義と民族の権利のための共同体,42176,10228,False,0,21,0,0,0,0,2,15,0,0,0,0,1,0,0,0,0,2,1,0,0,0
2965853,国際会議協会,24838,7122,False,0,,,,,,,,,,,,,,,,,,,,,
2965932,国際団体連合,42439,10221,False,0,,,,,,,,,,,,,,,,,,,,,
2985222,大陸棚限界委員会,22669,7131,False,0,14,0,0,0,0,2,0,0,0,5,0,0,0,1,0,0,3,2,0,0,1
2993714,アジア相互協力信頼醸成措置会議,66068,14390,False,0,42,0,0,0,0,4,28,1,0,1,0,1,0,0,2,1,0,2,0,1,1
3003959,文明の同盟,69701,25735,False,1,,,,,,,,,,,,,,,,,,,,,
3027461,新開発銀行,69075,16772,False,1,,,,,,,,,,,,,,,,,,,,,
3032262,アジア生産性機構,33750,10045,False,1,,,,,,,,,,,,,,,,,,,,,
3033942,中央アメリカ・カリブ陸上競技連盟,69051,12187,False,1,,,,,,,,,,,,,,,,,,,,,
3033943,中央アメリカ陸上競技連盟,54689,9566,False,1,,,,,,,,,,,,,,,,,,,,,
3036075,国内人権機関,24566,7790,False,0,,,,,,,,,,,,,,,,,,,,,
3041865,進歩のための同盟,70970,21565,False,0,,,,,,,,,,,,,,,,,,,,,
3046203,ユーラシア関税同盟,57643,14891,False,0,,,,,,,,,,,,,,,,,,,,,
3051446,国際輸出管理レジーム,36501,12041,False,0,,,,,,,,,,,,,,,,,,,,,
3053972,国際マルクス＝エンゲルス財団,32951,8607,False,0,,,,,,,,,,,,,,,,,,,,,
3062879,国際マラソン・ロードレース協会,34105,10510,False,1,,,,,,,,,,,,,,,,,,,,,
3068368,国際民主婦人連盟,29180,7884,False,0,,,,,,,,,,,,,,,,,,,,,
3071822,フリーダム・ハウス,27175,7200,False,1,,,,,,,,,,,,,,,,,,,,,
3084757,国際ソロプチミスト,20927,5693,False,0,,,,,,,,,,,,,,,,,,,,,
3089290,ユーラシア経済連合,96947,18481,False,0,34,0,0,0,4,8,15,0,0,0,0,3,1,0,0,0,1,1,0,0,1
3122151,世界司厨士協会連盟,52549,12278,False,0,,,,,,,,,,,,,,,,,,,,,
3136626,中央アジアサッカー協会,281101,23996,False,1,,,,,,,,,,,,,,,,,,,,,
3144903,国際革命作家同盟,34116,9117,False,0,,,,,,,,,,,,,,,,,,,,,
3152479,ヨーロッパ動物園・水族館協会,40432,9574,False,1,,,,,,,,,,,,,,,,,,,,,
3152953,アジアインフラ投資銀行,272943,57390,False,1,,,,,,,,,,,,,,,,,,,,,
3154303,トルコ赤新月社,126699,28102,False,0,,,,,,,,,,,,,,,,,,,,,
3190691,駐日外国政府観光局協議会,48692,14101,False,1,,,,,,,,,,,,,,,,,,,,,
3208646,アジア太平洋ジオパークネットワーク,27400,7565,False,0,,,,,,,,,,,,,,,,,,,,,
3214593,世界動物園水族館協会,34119,8416,False,1,,,,,,,,,,,,,,,,,,,,,
3224712,CrossRef,36348,11468,False,0,,,,,,,,,,,,,,,,,,,,,
3256858,外相理事会,30127,10158,False,0,34,0,0,0,0,1,12,0,0,2,0,0,0,0,0,0,14,5,0,0,0
3259818,薬物政策国際委員会,44738,10829,False,0,,,,,,,,,,,,,,,,,,,,,
3262230,世界ボウリング連盟,24228,6906,False,0,,,,,,,,,,,,,,,,,,,,,
3268359,国際連合法務部,41891,9562,False,0,26,12,1,2,0,3,0,0,0,0,0,1,0,2,0,0,3,1,0,0,1
3289648,ラテン通貨同盟,67587,21650,False,0,,,,,,,,,,,,,,,,,,,,,
3294957,世界宗教者平和会議,39890,9218,False,1,,,,,,,,,,,,,,,,,,,,,
3300573,世界モータースポーツ評議会,24347,6769,False,0,,,,,,,,,,,,,,,,,,,,,
3324557,国際連合広報局,44985,10109,False,1,29,10,0,0,0,4,0,0,0,0,0,0,0,4,1,1,4,2,0,2,1
3338180,国際ローラースポーツ連盟,27313,7411,False,0,,,,,,,,,,,,,,,,,,,,,
3361134,東南部アフリカ市場共同体,65704,13707,False,0,54,0,0,0,0,7,30,1,0,0,0,2,2,2,1,1,2,5,0,0,1
3364754,国際会計士連盟,27753,7945,False,1,,,,,,,,,,,,,,,,,,,,,
3371114,在日航空会社代表者協議会,26747,7707,False,0,,,,,,,,,,,,,,,,,,,,,
3404526,国際かんがい排水委員会,44023,11611,False,0,,,,,,,,,,,,,,,,,,,,,
3405818,証券監督者国際機構,32379,10068,False,1,43,0,2,1,4,9,0,0,16,0,0,1,0,0,2,2,2,2,0,2,0
3426681,ヨーロッパ支払同盟,30913,10087,False,0,,,,,,,,,,,,,,,,,,,,,
3441544,国際法曹協会,26442,7423,False,0,,,,,,,,,,,,,,,,,,,,,
3447980,共産党・労働者党国際会議,89969,14129,False,1,,,,,,,,,,,,,,,,,,,,,
3455991,ヴァルダイ・クラブ,58715,22761,False,0,,,,,,,,,,,,,,,,,,,,,
3463021,国際医学団体協議会,29315,8958,False,0,,,,,,,,,,,,,,,,,,,,,
3465172,国際熱帯木材機関,54715,11407,False,1,,,,,,,,,,,,,,,,,,,,,
3478929,東アジア文化交渉学会,33793,8241,False,0,,,,,,,,,,,,,,,,,,,,,
3509544,国際政党組織,42743,9855,False,0,,,,,,,,,,,,,,,,,,,,,
3513315,MIKTA,31014,8053,False,0,,,,,,,,,,,,,,,,,,,,,
3522271,三国同盟 (1668年),29905,7789,False,0,,,,,,,,,,,,,,,,,,,,,
3543709,国際ラグビーリーグ連盟,32598,8495,False,1,,,,,,,,,,,,,,,,,,,,,
3543786,国際年齢評価連合,25434,7395,False,0,,,,,,,,,,,,,,,,,,,,,
3546558,ユンケル委員会,72364,14490,False,0,26,0,10,4,0,1,1,0,0,0,0,2,0,6,0,0,0,1,1,0,0
3562976,世界エネルギー会議,29611,8041,False,0,13,0,1,2,0,6,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
3575685,万国電信連合,53451,15527,False,0,55,0,1,2,1,2,22,1,0,0,6,3,7,0,2,2,1,3,1,0,1
3575729,北大西洋理事会,33949,8274,False,0,19,3,0,0,0,5,0,0,0,1,0,0,0,3,0,0,2,2,0,2,1
3611828,ヒト遺伝子解析機構,27831,7681,False,1,,,,,,,,,,,,,,,,,,,,,
3616702,露普同盟,52754,13142,False,0,,,,,,,,,,,,,,,,,,,,,
3619559,国際報時局,22553,6987,False,0,21,0,0,0,0,2,0,0,0,0,6,1,0,6,1,0,3,1,0,0,1
3629165,投資紛争解決国際センター,32238,8171,False,0,15,0,0,0,0,4,1,1,0,1,0,1,0,2,1,1,1,1,0,1,0
3648783,ラテンアメリカ・カリブ政党常設会議,61902,10978,False,1,,,,,,,,,,,,,,,,,,,,,
3683313,ラティウム同盟,33255,10223,False,1,,,,,,,,,,,,,,,,,,,,,
3685455,核兵器廃絶国際キャンペーン,49115,12315,False,2,,,,,,,,,,,,,,,,,,,,,
