page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,公園,別名,動物,名前の謂れ,国,属する海域,島,幅,平均水深,座標・経度,座標・緯度,形成時期,所在地,最大水深,構成する海域,橋・トンネル,水深,河川,沿岸地域区分,流速,海岸,港,産業,種類,表面積,観光地,読み,長さ
379527,燧灘,31611,7754,False,0,63,2,0,2,0,0,1,33,1,0,0,0,0,2,0,0,0,0,0,16,0,3,0,0,1,0,0,1,1
379548,水島灘,25730,7602,False,0,27,1,0,4,0,0,2,7,0,0,0,0,0,2,0,1,0,0,0,3,0,0,0,4,2,0,0,1,0
379559,伊予灘,25485,7161,False,0,19,0,0,3,0,0,1,4,0,0,0,0,0,3,0,1,0,0,0,5,0,0,0,0,1,0,0,1,0
379564,天草灘,38723,10137,False,1,60,2,0,8,0,1,3,16,0,0,4,4,0,3,0,3,0,0,0,10,0,0,0,1,3,0,1,1,0
379577,鹿島灘,36896,9001,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401383,ロンボク海峡,31210,8401,False,0,16,0,1,0,0,1,0,3,1,0,2,2,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0
406136,クック海峡,27769,7804,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427935,ポーク海峡,28675,7269,False,0,12,0,1,0,0,3,0,2,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,1,0,0,1,0
430744,エーレスンド海峡,34496,9660,False,0,53,0,11,0,0,14,0,6,1,0,0,0,0,1,0,0,3,0,0,10,0,0,0,1,2,0,2,2,0
443530,ラブラドル海,46264,9955,False,0,9,0,1,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
459832,シブヤン海,53234,11611,False,0,24,0,1,0,0,3,1,12,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0
461295,カニガオ海峡,27442,7097,False,1,21,0,2,0,0,2,0,5,0,0,4,4,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
461308,カモテス海,47340,10047,False,0,34,0,0,0,0,1,0,16,0,0,0,0,0,5,0,2,0,0,0,7,0,0,0,1,2,0,0,0,0
461403,サン・ファニーコ海峡,27338,7452,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462255,ビサヤン海,46039,9672,False,0,24,0,1,0,0,2,0,16,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
484848,プリンスリージェント海峡,26362,7012,False,0,8,0,1,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
484866,バイカウントメルビル海峡,27312,7220,False,0,13,0,1,0,0,1,0,2,0,0,3,3,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
485929,リンカーン海,46491,9610,False,0,12,0,0,0,1,3,2,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
490696,ローマ水道,91544,16877,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492995,ルソン海峡,25479,7068,False,0,35,0,0,0,0,5,0,15,1,0,2,2,0,2,0,3,0,0,0,3,0,0,0,0,1,0,0,1,0
493002,バブヤン海峡,24003,6637,False,0,13,0,1,0,0,2,1,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
529998,沖縄トラフ,64233,12426,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537824,音戸の瀬戸,147441,45419,False,3,68,6,0,0,2,0,0,13,2,0,2,2,0,3,0,0,19,1,0,7,4,0,0,0,2,0,3,1,1
540813,カルマル海峡,21843,5845,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555801,タスマン海,57374,14049,False,0,34,0,3,0,1,2,1,17,0,0,0,0,0,2,1,2,0,0,0,1,0,0,0,0,1,1,0,1,1
592611,ジャワ海,42747,8937,False,0,15,0,1,0,0,1,0,8,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
595508,尾道水道,29910,8610,False,0,41,0,1,0,0,0,1,9,1,0,0,0,0,2,0,0,6,0,0,14,0,0,2,0,4,0,0,1,0
645631,南極海峡,33629,8430,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653409,大畠瀬戸,25747,7121,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662238,黒之瀬戸,24009,6926,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663531,サルガッソ海,55310,14888,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668428,ポリニヤ,48080,9481,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671301,アラフラ海,45741,9710,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676672,インド太平洋,25316,8041,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684130,浦賀水道,35395,10017,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693231,ソレント海峡,28558,10054,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720849,ケイマン海峡,29278,7885,False,0,8,0,1,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
725503,ジョージア海峡,34617,9785,False,0,39,0,1,0,1,2,0,9,0,0,0,0,0,1,0,0,0,0,0,18,0,0,1,2,1,0,0,1,2
766277,ティモール海,50580,11132,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797550,ソロモン海,47199,9850,False,0,28,0,1,0,0,1,1,8,1,0,2,2,0,3,1,1,0,1,0,1,0,0,0,0,3,0,0,1,1
815785,GIUKギャップ,31431,10094,False,0,6,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
820372,ゴールデンゲート海峡,24620,6822,False,0,13,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,0,3,0,1,0,0
823852,ウェスタンアプローチ,27114,7309,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838528,ランカスター海峡,25795,7025,False,0,26,0,2,17,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
838559,ジェイムズロス海峡,20990,5517,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875843,ワッデン海,92242,18431,False,1,35,1,7,2,1,14,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,1,0,1,1
890810,カンソー海峡,22460,6743,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893114,備讃瀬戸,27706,7423,False,0,19,0,0,0,0,0,1,3,0,0,2,2,0,2,0,0,2,0,0,2,0,0,0,3,1,0,0,1,0
895048,ケルト海,47814,9882,False,0,14,0,4,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
895076,イルベ海峡,28302,7241,False,0,7,0,1,0,0,2,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
895080,フォーボー海峡,23773,6292,False,0,10,0,1,0,2,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
901153,グランドバンク,40872,14244,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905670,チラン海峡,30486,8311,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941884,石西礁湖,41274,10411,False,0,51,10,0,9,1,1,0,14,1,0,0,0,0,2,0,4,0,0,0,0,0,0,1,0,5,0,1,1,1
944009,タコマナローズ,22228,6308,False,0,20,0,1,3,0,1,1,0,0,0,0,0,0,2,0,0,4,0,0,4,0,0,0,1,3,0,0,0,0
970568,ベリングスハウゼン海,51032,10396,False,1,24,0,0,0,1,0,2,3,0,0,4,4,0,4,0,0,0,0,0,1,0,0,0,0,4,0,0,1,0
977588,小鳴門海峡,25275,7041,False,0,39,0,2,0,0,0,0,8,2,0,3,3,0,2,0,0,9,1,0,2,0,0,1,1,2,0,1,1,1
980984,筑羅が沖,27523,7577,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994933,サルデーニャ海,25344,6705,False,0,13,0,2,0,0,2,1,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
1079737,モルッカ海,42997,8674,False,0,18,0,0,0,0,1,2,3,0,0,2,2,0,2,0,2,0,1,0,0,0,0,0,0,2,0,0,0,1
1088303,サマール海,26210,7138,False,0,17,0,1,0,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
1138744,アプスー,28476,9565,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156985,国後水道,47369,9567,False,0,15,0,2,0,0,0,0,5,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0
1157406,野付水道,45354,9180,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159676,ウェタル海峡,24491,6444,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159753,本渡瀬戸,24464,6674,False,0,13,0,0,0,0,0,0,3,2,0,0,0,1,1,0,0,2,1,0,1,0,0,0,0,1,0,0,1,0
1160081,オンバイ海峡,26193,6944,False,0,14,0,1,0,0,5,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1166100,珸瑤瑁水道,29984,8578,False,0,25,0,5,0,1,4,0,9,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0
1190937,平戸瀬戸,29550,8544,False,0,25,0,2,0,0,0,0,2,1,0,2,2,0,1,1,0,3,0,0,3,1,0,2,0,1,0,2,1,1
1216843,バンダ海,45106,9626,False,0,22,0,1,0,0,1,1,7,1,0,0,0,0,1,1,3,0,1,0,0,0,0,0,0,3,0,0,1,1
1216910,サヴ海,41439,8436,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242595,フローレス海,42304,8586,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271971,ミンチ海峡,22533,6592,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301616,アムンゼン海,47870,9760,False,1,24,0,1,0,1,0,2,3,0,0,5,4,0,3,0,0,0,0,0,1,0,0,0,0,3,0,1,0,0
1307018,サンタバーバラ海峡,23624,6289,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322497,豊前海,27189,7182,False,0,34,0,0,12,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13,0,3,0,1,1,0,1,1,0
1353739,ヴィリキツキー海峡,27405,7457,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393360,ブリストル海峡,24974,6827,False,0,28,0,3,0,0,1,2,0,2,0,0,0,0,1,0,0,0,0,2,9,0,0,3,2,1,0,0,1,1
1414838,ニュージョージア海峡,26082,6848,False,0,17,0,3,0,0,0,0,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1428882,バラバク海峡,25040,6722,False,0,15,0,1,0,0,2,0,4,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1431313,アイアンボトム・サウンド,51945,13043,False,0,18,0,4,0,1,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1436856,大隅海峡,31676,7457,False,1,20,0,0,0,0,2,0,5,0,0,0,0,0,3,0,0,0,0,0,2,0,0,3,0,4,0,0,1,0
1501369,クレタ海,44978,9054,False,1,34,0,2,0,0,2,4,4,1,0,6,6,0,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1508876,オーランド海,45240,9263,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564519,フェーマルン・ベルト海峡,29730,7638,False,0,17,0,1,0,0,2,0,4,1,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
1564589,大ベルト海峡,23631,6379,False,0,18,0,3,0,0,2,1,3,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1
1564608,小ベルト海峡,23570,6408,False,0,15,0,3,0,0,2,0,2,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1
1567029,リムフィヨルド,23660,7312,False,0,14,0,1,0,0,1,0,4,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,3,0,0,0,1
1586115,デービス海,44815,9204,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632100,セラム海,41216,8479,False,0,14,0,1,0,0,1,1,6,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1632391,ハルマヘラ海,42595,8706,False,0,18,0,1,0,0,0,2,2,1,0,2,2,0,3,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1
1632975,バリ海峡,23037,6350,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671976,イロワーズ海,33059,9884,False,0,66,3,4,14,1,6,1,8,0,0,0,0,0,2,0,1,0,0,0,9,0,0,10,2,4,0,0,1,0
1731613,五島灘,31700,7807,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736780,モルッカ海峡,21816,6196,False,0,13,0,1,0,0,1,1,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
1752973,ラッカディブ海,47544,9515,False,1,19,0,1,0,0,7,0,2,0,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1774952,ビスマルク海,56648,11912,False,0,40,0,1,0,1,1,1,21,1,0,2,2,0,4,1,0,0,0,0,2,0,0,0,0,1,0,0,1,1
1778801,スンバ海峡,25593,6791,False,0,17,0,1,0,0,1,0,5,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
1786212,壱岐水道,23879,6639,False,0,17,0,2,1,0,0,0,4,1,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0
1844574,ウチノ海,41736,10149,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869778,吠える40度,37738,10289,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887468,トレス海峡,31156,8370,False,0,19,0,1,0,1,2,0,3,1,0,2,2,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0
1887469,アドリア海,67248,12908,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1984647,ウィンドワード海峡,27762,7678,False,0,14,0,1,0,0,2,0,5,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
1995083,スクノ海,27814,8211,False,0,26,0,1,8,0,0,0,2,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0,7,1,0,0,1,0
2003101,ミンドロ海峡,22646,6123,False,0,10,0,1,0,0,2,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
2024780,アーサー・キル,25265,8391,False,0,54,0,3,0,1,1,0,10,2,0,0,0,1,1,0,0,6,2,12,9,0,0,1,1,2,0,0,0,2
2029732,マリーギナ海峡,24566,6528,False,0,18,0,0,0,0,3,0,1,1,0,3,3,0,1,0,0,0,0,0,2,0,0,0,0,3,0,0,1,0
2034802,メナイ海峡,32101,9815,False,0,57,1,1,0,0,2,0,10,4,0,0,0,1,1,0,0,9,2,0,7,2,0,0,0,15,0,1,0,1
2035584,礼文水道,24179,6307,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092734,イースト川,49554,13231,False,1,98,1,1,0,0,3,0,17,0,0,0,0,2,2,0,0,37,0,9,20,1,0,0,0,3,0,0,0,2
2222993,羽地内海,39673,10337,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2262342,コッソル水道,23050,6168,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2317879,北得撫水道,42526,8548,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348948,ダントルカストー海峡,27719,6935,False,0,16,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,4,7,0,0,0,0,1,0,0,0,0
2367935,アルボラン海,45733,9684,False,0,21,0,0,0,0,5,2,1,0,0,3,3,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0
2459556,南海 (韓国),27380,8221,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488564,ヘブリディーズ海,44498,9592,False,0,14,0,1,0,0,2,1,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
2574017,レバント海,54208,12098,False,1,37,0,1,0,0,9,2,4,0,0,2,2,0,5,1,4,0,0,1,1,0,0,2,1,0,1,0,1,0
2574117,リビア海,54187,10574,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2581241,ネヴェリスコイ海峡,29297,8065,False,0,22,0,7,0,1,0,0,0,1,0,2,2,0,3,0,0,0,1,0,0,0,0,0,0,3,0,0,1,1
2635849,我らが海,42085,11635,False,0,39,0,15,0,0,20,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2650566,ペントランド海峡,25011,7678,False,0,25,0,1,0,1,2,0,12,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,2,0,0,1,0
2671014,藤戸,52210,22378,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2680416,フラム海峡,48226,9839,False,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2692690,コルフ海峡,26479,7728,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2693568,ハーレム川,41020,12115,False,0,38,0,1,0,0,1,0,2,0,0,0,0,0,4,0,2,4,0,7,12,0,0,0,0,2,0,0,0,3
2776518,ブランスフィールド海峡,29762,8455,False,0,24,0,1,0,1,0,0,4,1,0,5,5,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,1
2828817,早崎瀬戸,25974,7394,False,0,27,0,1,14,0,0,0,2,0,0,1,1,0,1,1,0,0,0,0,2,1,0,0,1,1,0,0,1,0
2847529,ソモフ海,42358,8928,False,0,13,0,2,0,2,0,1,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0
2874751,アルゼンチン海,55025,12003,False,0,50,0,2,9,0,8,3,6,0,2,2,2,0,3,2,4,0,0,1,2,0,0,0,0,2,2,0,0,0
2883090,フォークランド海峡,43020,10823,False,0,45,0,2,0,1,0,0,21,0,0,2,2,0,2,0,7,0,0,0,7,0,0,0,0,1,0,0,0,0
2957603,ダンピア海峡,34932,9892,False,0,33,0,3,0,1,2,0,12,0,0,6,6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2974152,バリ海,43264,8790,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3033605,マルタ海峡,25130,7002,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3091803,ジャック・カルティエ海峡,27333,7373,False,0,10,0,1,0,1,1,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3093066,ザンジバル海峡,25674,7049,False,0,14,0,1,0,0,1,0,2,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1
3206134,イアペトゥス海,55768,9750,False,0,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3221272,ディクソン海峡,28086,7527,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3231140,シブツ海峡,31849,10097,False,0,15,0,1,0,0,0,0,7,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3262642,ベイタ海峡,42461,8249,False,1,26,0,2,0,2,0,2,2,0,0,5,5,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,1,2
3321758,呼子ノ瀬戸,27884,7398,False,0,17,1,2,0,0,0,0,4,1,0,1,1,0,2,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
3324315,バレアレス海,84356,17778,False,1,197,6,8,0,0,5,2,41,1,0,0,0,0,9,0,9,0,0,12,72,0,4,20,5,2,0,0,0,1
3341832,西部内陸海路,63101,16580,False,0,36,0,5,22,0,2,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3358447,古柳井水道,24439,7055,False,0,6,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
3531759,パリー海峡,35596,9662,False,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3613547,カルキネス海峡,30609,8244,False,0,20,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,6,0,1,8,0,0,0,0,1,0,0,0,0
3630744,スミス海峡,44141,14481,False,1,36,0,0,0,1,2,5,5,2,0,4,4,0,2,0,0,0,0,0,7,0,0,0,0,1,0,0,1,2
