page_id,title,html_file_size,text_file_size,is_disambiguation_page,infobox_count,num_annotations,クラブカラー,スローガン,マスコット,上位組織,下位組織,代表,別名,創立年,創設地,創設関係者,加盟国・地域,加盟組織,国,大会,後継組織,所在地,活動内容,競技,統括地域,解散年,設立目的,読み,過去の組織名
1064,日本プロ野球,281811,65969,False,2,,,,,,,,,,,,,,,,,,,,,,,,
2121,NASCAR,210967,50241,False,1,,,,,,,,,,,,,,,,,,,,,,,,
2580,日本中央競馬会,181610,47972,False,1,114,0,0,7,3,13,2,14,4,0,10,0,0,3,14,0,2,22,11,1,0,1,1,6
2724,欧州サッカー連盟,402148,48193,False,1,,,,,,,,,,,,,,,,,,,,,,,,
8798,日本サッカー協会,319731,86447,False,1,360,6,0,2,82,52,2,65,3,1,9,0,0,14,31,0,4,21,32,19,0,3,1,13
11718,日本将棋連盟,126712,26883,False,1,,,,,,,,,,,,,,,,,,,,,,,,
12306,国際サッカー連盟,235001,38963,False,1,,,,,,,,,,,,,,,,,,,,,,,,
12677,日本陸上競技連盟,65224,18845,False,1,173,0,0,2,9,15,5,7,6,3,9,0,50,2,32,0,1,11,8,5,0,3,1,4
16343,東京六大学野球連盟,178951,60543,False,1,,,,,,,,,,,,,,,,,,,,,,,,
18204,アジアサッカー連盟,517712,68092,False,1,,,,,,,,,,,,,,,,,,,,,,,,
28676,世界ボクシング協会,82975,22441,False,1,,,,,,,,,,,,,,,,,,,,,,,,
28678,世界ボクシング評議会,104002,31639,False,1,,,,,,,,,,,,,,,,,,,,,,,,
30764,南米サッカー連盟,198823,21689,False,1,,,,,,,,,,,,,,,,,,,,,,,,
33244,関西棋院,86124,20599,False,1,,,,,,,,,,,,,,,,,,,,,,,,
35609,日本棋院,104452,22026,False,1,,,,,,,,,,,,,,,,,,,,,,,,
39806,東都大学野球連盟,192656,68224,False,1,,,,,,,,,,,,,,,,,,,,,,,,
41557,国民野球連盟,72292,19671,False,1,,,,,,,,,,,,,,,,,,,,,,,,
41908,日本野球連盟 (プロ野球),96105,20696,False,1,,,,,,,,,,,,,,,,,,,,,,,,
42508,兵庫県競馬組合,92380,35744,False,0,,,,,,,,,,,,,,,,,,,,,,,,
45045,日本麻雀連盟,21513,6118,False,0,,,,,,,,,,,,,,,,,,,,,,,,
47351,全日本大学野球連盟,69591,22994,False,1,,,,,,,,,,,,,,,,,,,,,,,,
48632,地方競馬全国協会,37381,9624,False,1,,,,,,,,,,,,,,,,,,,,,,,,
56935,国際陸上競技連盟,150647,28036,False,1,,,,,,,,,,,,,,,,,,,,,,,,
58224,日本野球連盟,49310,16871,False,1,,,,,,,,,,,,,,,,,,,,,,,,
62388,アフリカサッカー連盟,267315,25270,False,1,,,,,,,,,,,,,,,,,,,,,,,,
69900,日本高等学校野球連盟,107466,26745,False,1,,,,,,,,,,,,,,,,,,,,,,,,
72427,特別区競馬組合,23776,7475,False,0,,,,,,,,,,,,,,,,,,,,,,,,
73985,日本オリンピック委員会,84445,21970,False,1,,,,,,,,,,,,,,,,,,,,,,,,
82257,北中米カリブ海サッカー連盟,250747,26975,False,1,,,,,,,,,,,,,,,,,,,,,,,,
82258,オセアニアサッカー連盟,209119,26024,False,1,,,,,,,,,,,,,,,,,,,,,,,,
86248,世界ボクシング基金,51255,12021,False,0,,,,,,,,,,,,,,,,,,,,,,,,
88089,スペシャルオリンピックス,88083,25604,False,0,,,,,,,,,,,,,,,,,,,,,,,,
89557,東アジアサッカー連盟,287037,28291,False,1,,,,,,,,,,,,,,,,,,,,,,,,
96631,国際ボクシング連盟,124616,33595,False,1,,,,,,,,,,,,,,,,,,,,,,,,
96632,世界ボクシング機構,116945,32083,False,1,75,0,0,0,0,18,1,21,3,0,2,0,11,2,4,0,2,4,2,0,0,0,1,4
104225,神奈川大学野球連盟,71414,22066,False,1,,,,,,,,,,,,,,,,,,,,,,,,
109558,全米ライフル協会,53778,17378,False,1,,,,,,,,,,,,,,,,,,,,,,,,
114990,日本ゴルフツアー機構,86191,24474,False,1,,,,,,,,,,,,,,,,,,,,,,,,
119751,岩手県競馬組合,70016,27884,False,0,74,0,1,1,0,0,0,0,1,0,0,0,8,0,49,0,0,1,9,3,0,0,1,0
123027,バスケットボール日本リーグ機構,30631,9659,False,0,,,,,,,,,,,,,,,,,,,,,,,,
125804,国際オリンピック委員会,158733,33033,False,1,,,,,,,,,,,,,,,,,,,,,,,,
136267,国際野球連盟,145822,27975,False,1,,,,,,,,,,,,,,,,,,,,,,,,
143155,世界キックボクシング協会 (WKA),75946,18944,False,1,,,,,,,,,,,,,,,,,,,,,,,,
143503,国際キックボクシング連盟,45519,11138,False,0,,,,,,,,,,,,,,,,,,,,,,,,
144035,阪神大学野球連盟,84741,29296,False,1,,,,,,,,,,,,,,,,,,,,,,,,
144907,国際競技空手協会,57392,15338,False,1,40,0,0,0,0,4,1,8,2,0,0,0,0,2,1,0,2,3,12,1,0,0,0,4
151257,世界キックボクシング連盟,36623,7325,False,0,,,,,,,,,,,,,,,,,,,,,,,,
155641,スポーツアコード (スポーツ組織),100402,20052,False,0,,,,,,,,,,,,,,,,,,,,,,,,
174553,関西学生野球連盟,80386,27203,False,1,,,,,,,,,,,,,,,,,,,,,,,,
178726,仙台六大学野球連盟,51654,15014,False,1,23,0,0,0,3,0,0,1,2,0,0,0,9,1,2,0,0,0,1,1,0,0,1,2
185319,東洋太平洋ボクシング連盟,63687,13079,False,1,,,,,,,,,,,,,,,,,,,,,,,,
190717,日本ラグビーフットボール協会,98751,19226,False,1,,,,,,,,,,,,,,,,,,,,,,,,
190952,世界プロムエタイ連盟,47915,10706,False,0,28,0,0,0,8,2,2,3,1,0,0,0,0,6,0,0,0,2,4,0,0,0,0,0
203113,日本プロ麻雀連盟,79669,18087,False,0,,,,,,,,,,,,,,,,,,,,,,,,
207204,日本体育協会,92572,21996,False,1,,,,,,,,,,,,,,,,,,,,,,,,
210690,首都大学野球連盟,101392,35531,False,1,157,0,0,0,3,0,0,1,4,0,0,0,111,1,25,0,0,0,2,1,0,0,1,8
211576,日本IBF,54571,13533,False,0,,,,,,,,,,,,,,,,,,,,,,,,
214670,関西六大学野球連盟,64219,19955,False,1,72,0,0,0,1,0,0,2,3,0,0,0,38,1,11,0,0,0,2,1,0,1,1,11
216468,関東学生陸上競技連盟,26505,7518,False,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,5,4,1,0,0,1,0
216965,東京新大学野球連盟,105697,37156,False,1,,,,,,,,,,,,,,,,,,,,,,,,
217099,関西大学野球連合,28502,10226,False,0,,,,,,,,,,,,,,,,,,,,,,,,
217500,近畿学生野球連盟,113805,44572,False,1,,,,,,,,,,,,,,,,,,,,,,,,
217504,京滋大学野球連盟,80215,26942,False,1,,,,,,,,,,,,,,,,,,,,,,,,
217561,愛知大学野球連盟,123358,48900,False,1,,,,,,,,,,,,,,,,,,,,,,,,
219548,全日本野球協会,42846,14102,False,1,,,,,,,,,,,,,,,,,,,,,,,,
220979,日本学生野球協会,56293,21596,False,1,,,,,,,,,,,,,,,,,,,,,,,,
224508,フットボール・アソシエーション,99263,24026,False,1,,,,,,,,,,,,,,,,,,,,,,,,
224976,中国棒球協会,28813,7011,False,0,,,,,,,,,,,,,,,,,,,,,,,,
226793,北海道学生野球連盟,78174,26304,False,1,,,,,,,,,,,,,,,,,,,,,,,,
226794,札幌学生野球連盟,80108,27511,False,1,130,0,0,0,1,0,0,2,4,0,0,0,96,1,19,0,0,0,2,2,0,2,1,0
226811,南東北大学野球連盟,70975,24365,False,1,,,,,,,,,,,,,,,,,,,,,,,,
226821,北東北大学野球連盟,78214,24350,False,1,,,,,,,,,,,,,,,,,,,,,,,,
226831,関甲新学生野球連盟,98494,32289,False,1,129,0,0,0,3,0,0,2,3,0,0,0,91,1,20,0,0,3,1,1,0,0,1,3
226838,千葉県大学野球連盟,84169,28156,False,1,147,0,0,0,15,0,0,1,3,0,0,0,107,1,17,0,0,0,1,1,0,0,1,0
226851,東海地区大学野球連盟,69634,21796,False,1,130,0,0,0,3,13,0,0,3,0,0,0,63,1,26,0,0,2,2,10,0,0,1,6
226869,北陸大学野球連盟,75610,24691,False,1,,,,,,,,,,,,,,,,,,,,,,,,
227333,中国地区大学野球連盟,85120,29145,False,1,,,,,,,,,,,,,,,,,,,,,,,,
227341,四国地区大学野球連盟,71035,20578,False,1,,,,,,,,,,,,,,,,,,,,,,,,
227345,広島六大学野球連盟,46642,12229,False,1,,,,,,,,,,,,,,,,,,,,,,,,
227350,九州六大学野球連盟,49789,13001,False,1,25,0,0,0,1,0,0,0,2,0,0,0,11,1,4,0,0,1,1,1,0,0,1,2
227356,福岡六大学野球連盟,52118,13694,False,1,,,,,,,,,,,,,,,,,,,,,,,,
227364,九州地区大学野球連盟,109549,33702,False,3,187,0,0,0,4,7,0,0,2,0,0,0,126,1,38,0,1,1,1,4,0,1,1,0
229370,全国学生合気道連盟,26021,7420,False,0,,,,,,,,,,,,,,,,,,,,,,,,
270618,国際女性少女愛協会,46806,10228,False,0,,,,,,,,,,,,,,,,,,,,,,,,
271184,日本合気道協会,26329,9812,False,0,26,0,0,0,0,0,1,4,1,0,2,0,0,0,8,0,0,4,4,0,0,1,1,0
272971,国際自動車連盟,56630,20877,False,1,,,,,,,,,,,,,,,,,,,,,,,,
277772,国際空手連盟,23092,6988,False,0,10,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,3,0,0,0,1,0
289770,世界空手連盟,38800,11143,False,1,,,,,,,,,,,,,,,,,,,,,,,,
301994,日本クラブユースサッカー連盟,76335,13759,False,1,26,0,0,0,0,1,1,4,2,0,0,0,0,1,8,0,1,0,1,2,0,2,1,2
306842,パシフィック12カンファレンス,50589,12595,False,0,91,0,0,0,2,0,0,2,1,1,0,0,66,1,0,0,0,0,5,1,0,0,0,12
312474,全国新制大学野球連盟,28733,10253,False,0,,,,,,,,,,,,,,,,,,,,,,,,
312475,全国大学野球連盟,33171,13899,False,0,48,0,0,0,0,0,0,1,1,0,0,0,23,2,10,4,0,0,4,2,0,0,1,0
313759,北部地区大学野球連盟,31634,11350,False,0,54,0,0,0,5,31,0,7,1,0,0,0,0,0,1,3,0,0,1,1,2,1,1,0
317723,日本学生陸上競技連合,24165,6566,False,0,,,,,,,,,,,,,,,,,,,,,,,,
318215,全日本大学準硬式野球連盟,49424,23168,False,0,82,0,0,0,4,26,0,3,2,0,0,0,9,1,17,0,0,1,8,1,0,1,1,8
318218,全日本大学軟式野球連盟,77839,29719,False,0,,,,,,,,,,,,,,,,,,,,,,,,
318220,全日本学生軟式野球連盟,39846,12064,False,0,,,,,,,,,,,,,,,,,,,,,,,,
319447,全日本大学女子野球連盟,28968,8590,False,0,,,,,,,,,,,,,,,,,,,,,,,,
329527,全国教室ディベート連盟,26840,7973,False,0,,,,,,,,,,,,,,,,,,,,,,,,
330419,国際モーターサイクリズム連盟,44229,12191,False,0,,,,,,,,,,,,,,,,,,,,,,,,
331105,全日本モーターサイクルクラブ連盟,30997,8602,False,0,,,,,,,,,,,,,,,,,,,,,,,,
347832,日本空手協会,40324,12455,False,0,35,0,0,0,1,0,1,3,2,0,3,0,0,2,2,0,0,5,11,2,0,2,1,0
350232,全日本軟式野球連盟,50365,15189,False,1,,,,,,,,,,,,,,,,,,,,,,,,
354024,和歌山県軟式野球連盟,29343,7987,False,0,16,0,0,0,1,9,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
363762,国際アイスホッケー連盟,91038,14797,False,1,,,,,,,,,,,,,,,,,,,,,,,,
367043,最高位戦日本プロ麻雀協会,40360,10401,False,0,,,,,,,,,,,,,,,,,,,,,,,,
368666,世界キックボクシング協会,21564,5975,True,0,,,,,,,,,,,,,,,,,,,,,,,,
369996,101競技連盟,43663,14989,False,0,,,,,,,,,,,,,,,,,,,,,,,,
372198,関西学生野球連盟 (旧制専門学校),25820,7066,False,0,,,,,,,,,,,,,,,,,,,,,,,,
372199,関西学生野球連盟 (終戦前),37926,11412,False,0,,,,,,,,,,,,,,,,,,,,,,,,
372213,南東北大学野球連盟 (地区統括連盟),29536,9246,False,0,,,,,,,,,,,,,,,,,,,,,,,,
372885,関西六大学野球連盟 (旧連盟),104023,53686,False,0,,,,,,,,,,,,,,,,,,,,,,,,
376517,国際スキー連盟,59885,12221,False,1,,,,,,,,,,,,,,,,,,,,,,,,
377303,東京新大学野球連盟 (旧連盟),28154,8159,False,0,,,,,,,,,,,,,,,,,,,,,,,,
378979,関東六大学女子軟式野球連盟,29025,8269,False,0,,,,,,,,,,,,,,,,,,,,,,,,
384509,関東学生アメリカンフットボール連盟,80440,27512,False,0,393,0,0,0,8,0,0,1,1,0,0,0,249,3,117,0,0,0,3,1,0,0,1,9
384513,関西学生アメリカンフットボール連盟,141500,64679,False,0,510,0,0,0,1,0,2,2,6,0,4,0,253,1,226,0,0,0,2,1,0,0,1,11
386662,日本プロボクシング協会,74709,20295,False,1,,,,,,,,,,,,,,,,,,,,,,,,
390156,全国社会人サッカー連盟,61534,10185,False,1,,,,,,,,,,,,,,,,,,,,,,,,
391453,全米大学体育協会,75703,15839,False,1,,,,,,,,,,,,,,,,,,,,,,,,
393369,南アジアサッカー連盟,259857,19866,False,1,,,,,,,,,,,,,,,,,,,,,,,,
393893,日本モーターボート競走会,36219,9040,False,1,,,,,,,,,,,,,,,,,,,,,,,,
394579,全国専門学校野球連盟,26800,6887,False,0,,,,,,,,,,,,,,,,,,,,,,,,
395451,G-14,47466,13399,False,0,,,,,,,,,,,,,,,,,,,,,,,,
401202,大韓サッカー協会,97432,20807,False,2,,,,,,,,,,,,,,,,,,,,,,,,
403009,日本バレーボール協会,67483,15177,False,1,58,0,0,0,2,14,2,5,4,1,4,0,0,2,11,0,1,3,3,1,0,0,0,5
403076,国際バレーボール連盟,308182,32497,False,1,,,,,,,,,,,,,,,,,,,,,,,,
407121,アメリカオリンピック委員会,35219,8614,False,2,,,,,,,,,,,,,,,,,,,,,,,,
407681,国際スケート連盟,56723,11685,False,1,,,,,,,,,,,,,,,,,,,,,,,,
408855,日本スケート連盟,65663,22334,False,1,,,,,,,,,,,,,,,,,,,,,,,,
416998,日本バスケットボール協会,129306,37329,False,1,,,,,,,,,,,,,,,,,,,,,,,,
418587,パンアジアボクシング協会,87592,18586,False,1,78,0,0,0,15,0,4,9,2,0,2,31,0,2,5,0,2,0,3,3,0,0,0,0
419174,国際パラリンピック委員会,49277,10174,False,1,,,,,,,,,,,,,,,,,,,,,,,,
419777,日本競馬会,38248,11624,False,0,,,,,,,,,,,,,,,,,,,,,,,,
421390,日本プロ麻雀協会,58390,13109,False,0,18,0,0,0,0,0,3,1,1,0,0,0,0,0,9,0,0,1,2,0,0,0,1,0
421671,日本ボクシングコミッション,204211,76469,False,1,,,,,,,,,,,,,,,,,,,,,,,,
453510,日本高等学校アメリカンフットボール連盟,27897,8060,False,1,,,,,,,,,,,,,,,,,,,,,,,,
457062,世界キックボクシング団体協会,108912,25279,False,1,195,0,0,0,7,4,2,9,2,0,2,102,1,3,5,0,2,4,47,0,0,0,0,5
458326,世界カーリング連盟,52916,11196,False,1,,,,,,,,,,,,,,,,,,,,,,,,
463693,全日本女子軟式野球連盟,28433,8412,False,0,,,,,,,,,,,,,,,,,,,,,,,,
463721,全日本女子野球連盟,35563,10116,False,1,,,,,,,,,,,,,,,,,,,,,,,,
463729,全国高等学校女子硬式野球連盟,41701,12289,False,1,,,,,,,,,,,,,,,,,,,,,,,,
474136,国際バスケットボール連盟,92861,14276,False,1,,,,,,,,,,,,,,,,,,,,,,,,
479090,日本カーリング協会,54470,15949,False,1,,,,,,,,,,,,,,,,,,,,,,,,
479724,国際テニス連盟,69998,14440,False,1,,,,,,,,,,,,,,,,,,,,,,,,
482277,ビッグ・イースト・カンファレンス,57547,13207,False,0,,,,,,,,,,,,,,,,,,,,,,,,
484922,日本ソフトボール協会,39828,11964,False,1,43,0,0,0,2,6,4,5,2,0,0,0,1,2,5,0,1,4,5,2,0,0,1,3
488975,韓国棋院,44451,11188,False,1,,,,,,,,,,,,,,,,,,,,,,,,
491436,国際卓球連盟,76681,15110,False,1,,,,,,,,,,,,,,,,,,,,,,,,
493576,国際水泳連盟,59827,13018,False,1,,,,,,,,,,,,,,,,,,,,,,,,
494234,ドイツサッカー連盟,106694,21618,False,1,,,,,,,,,,,,,,,,,,,,,,,,
494720,中国囲棋協会,33082,10891,False,0,,,,,,,,,,,,,,,,,,,,,,,,
497558,日本バレーボールリーグ機構,106096,29602,False,1,,,,,,,,,,,,,,,,,,,,,,,,
500258,日本ボブスレー・リュージュ・スケルトン連盟,39051,10009,False,0,,,,,,,,,,,,,,,,,,,,,,,,
523442,日本女子プロゴルフ協会,174990,35486,False,1,90,0,0,0,0,0,2,6,2,0,3,0,0,2,64,0,1,2,2,2,0,0,1,3
523609,女子テニス協会,161223,27377,False,0,,,,,,,,,,,,,,,,,,,,,,,,
523800,イギリスオリンピック委員会,27222,7076,False,0,,,,,,,,,,,,,,,,,,,,,,,,
527438,国際航空連盟,24229,7432,False,0,,,,,,,,,,,,,,,,,,,,,,,,
532409,日本ダーツ協会,39382,8780,False,1,,,,,,,,,,,,,,,,,,,,,,,,
535304,全日本居合道連盟,34677,9425,False,1,28,0,0,0,0,1,1,2,5,0,1,0,0,2,5,0,0,7,2,1,0,0,1,0
538552,全日本学生キックボクシング連盟,56269,11838,False,1,,,,,,,,,,,,,,,,,,,,,,,,
540740,日本空手道連合会,38176,8625,False,0,95,0,0,0,0,0,1,0,0,0,1,0,90,0,0,0,0,1,1,0,0,0,1,0
541863,日本山岳協会,32073,10406,False,0,,,,,,,,,,,,,,,,,,,,,,,,
547359,マーシャルアーツ日本キックボクシング連盟,84323,21008,False,1,80,0,0,0,11,1,1,22,3,0,6,0,25,1,2,0,1,0,4,1,0,1,1,0
547601,東京六大学理工系野球連盟,52997,10704,False,0,17,0,0,0,0,0,0,0,1,0,0,0,6,0,5,0,1,0,2,1,0,0,1,0
547710,日本キックボクシング連盟,51007,14109,False,0,,,,,,,,,,,,,,,,,,,,,,,,
548091,GUAM,72795,18802,False,0,,,,,,,,,,,,,,,,,,,,,,,,
549726,国際チェス連盟,46186,12254,False,0,,,,,,,,,,,,,,,,,,,,,,,,
554590,国際自転車競技連合,53478,15402,False,1,,,,,,,,,,,,,,,,,,,,,,,,
554762,西アジアサッカー連盟,266228,21014,False,1,31,0,0,0,0,0,1,3,2,0,0,13,0,0,7,0,0,1,2,2,0,0,0,0
554918,ソマリアサッカー連盟,54413,10884,False,1,46,0,0,0,7,2,1,7,2,0,0,0,0,6,5,0,1,6,3,5,0,0,1,0
555440,男子プロテニス協会,195387,34118,False,0,,,,,,,,,,,,,,,,,,,,,,,,
569306,日本ダンス議会,33828,8514,False,1,,,,,,,,,,,,,,,,,,,,,,,,
571257,日本チェス協会,69684,25547,False,0,,,,,,,,,,,,,,,,,,,,,,,,
576995,日本ゴルフ協会,29598,7665,False,1,,,,,,,,,,,,,,,,,,,,,,,,
580974,ASEANサッカー連盟,259259,19854,False,1,35,0,0,0,0,0,1,4,1,0,0,12,0,1,11,0,1,1,2,1,0,0,0,0
584429,全米ゴルフ協会,28974,8038,False,1,,,,,,,,,,,,,,,,,,,,,,,,
597231,国際相撲連盟,72181,13315,False,0,,,,,,,,,,,,,,,,,,,,,,,,
606880,プロチェス協会,38912,9655,False,0,,,,,,,,,,,,,,,,,,,,,,,,
606938,日本相撲連盟,73027,12197,False,1,35,0,0,0,6,0,1,2,0,0,0,0,0,2,10,0,1,7,2,2,0,1,1,0
612100,全日本空手道連盟,73469,21194,False,1,,,,,,,,,,,,,,,,,,,,,,,,
616350,日本ボディビル・フィットネス連盟,40219,11973,False,1,,,,,,,,,,,,,,,,,,,,,,,,
617729,ヨーロッパボクシング連合,44865,8767,False,0,,,,,,,,,,,,,,,,,,,,,,,,
622991,フランスサッカー連盟,63329,12107,False,1,56,0,0,0,6,3,1,6,3,0,0,0,0,5,7,0,2,2,2,3,0,0,0,16
623006,イタリアサッカー連盟,69678,11959,False,1,,,,,,,,,,,,,,,,,,,,,,,,
624612,台湾棋院,35604,9012,False,1,,,,,,,,,,,,,,,,,,,,,,,,
625093,日本水泳連盟,50194,13447,False,1,86,0,0,2,5,3,3,6,4,0,0,0,0,2,40,0,2,3,8,2,0,0,1,5
629520,国際モータースポーツ協会,51316,22350,False,0,,,,,,,,,,,,,,,,,,,,,,,,
634995,長崎游泳協会,22425,6937,False,0,23,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,2,7,5,1,0,2,1,1
636404,アジアオリンピック評議会,57399,11545,False,1,,,,,,,,,,,,,,,,,,,,,,,,
636407,パンアメリカンスポーツ機構,56401,11581,False,0,,,,,,,,,,,,,,,,,,,,,,,,
636410,アフリカ国内オリンピック委員会連合,64387,13216,False,0,,,,,,,,,,,,,,,,,,,,,,,,
639263,国際ワールドゲームズ協会,57537,10454,False,1,87,0,0,0,0,0,0,4,2,1,0,0,37,1,1,0,1,1,38,0,0,0,1,0
639405,東京都学生弓道連盟,31784,8783,False,0,,,,,,,,,,,,,,,,,,,,,,,,
641834,日本障がい者スポーツ協会,80790,18155,False,1,124,0,0,0,3,14,1,8,3,0,0,0,58,1,13,0,1,8,4,2,0,3,1,4
648597,グローバル・レスリング連盟,67287,16504,False,0,64,0,0,0,0,0,1,9,1,0,7,0,23,3,1,0,0,7,8,1,0,2,1,0
652810,全日本スキー連盟,39586,9545,False,1,,,,,,,,,,,,,,,,,,,,,,,,
655919,国際ソフトボール連盟,75266,13668,False,0,,,,,,,,,,,,,,,,,,,,,,,,
